LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Serie A,2023-2024,20.01.2024,Udinese,2-3,Milan
Serie A,2023-2024,21.01.2024,Frosinone,3-1,Cagliari
Serie A,2023-2024,21.01.2024,Empoli,3-0,Monza
Serie A,2023-2024,21.01.2024,Salernitana,1-2,Genoa
Serie A,2023-2024,21.01.2024,Lecce,0-3,Juventus
Serie A,2023-2024,26.01.2024,Cagliari,1-2,Torino
Serie A,2023-2024,27.01.2024,Atalanta,2-0,Udinese
Serie A,2023-2024,27.01.2024,Juventus,1-1,Empoli
Serie A,2023-2024,27.01.2024,Milan,2-2,Bologna
Serie A,2023-2024,28.01.2024,Genoa,2-1,Lecce
Serie A,2023-2024,28.01.2024,Hellas Verona,1-1,Frosinone
Serie A,2023-2024,28.01.2024,Monza,1-0,Sassuolo
Serie A,2023-2024,28.01.2024,Lazio,0-0,Napoli
Serie A,2023-2024,28.01.2024,Fiorentina,0-1,Inter
Serie A,2023-2024,29.01.2024,Salernitana,1-2,Roma
Serie A,2023-2024,02.02.2024,Lecce,3-2,Fiorentina
Serie A,2023-2024,03.02.2024,Empoli,0-0,Genoa
Serie A,2023-2024,03.02.2024,Udinese,0-0,Monza
Serie A,2023-2024,03.02.2024,Frosinone,2-3,Milan
Serie A,2023-2024,03.02.2024,Bologna,4-2,Sassuolo
Serie A,2023-2024,04.02.2024,Torino,0-0,Salernitana
Serie A,2023-2024,04.02.2024,Napoli,2-1,Hellas Verona
Serie A,2023-2024,04.02.2024,Atalanta,3-1,Lazio
Serie A,2023-2024,04.02.2024,Inter,1-0,Juventus
Serie A,2023-2024,05.02.2024,Roma,4-0,Cagliari
Serie A,2023-2024,09.02.2024,Salernitana,1-3,Empoli
Serie A,2023-2024,10.02.2024,Cagliari,1-3,Lazio
Serie A,2023-2024,10.02.2024,Roma,2-4,Inter
Serie A,2023-2024,10.02.2024,Sassuolo,1-1,Torino
Serie A,2023-2024,11.02.2024,Fiorentina,5-1,Frosinone
Serie A,2023-2024,11.02.2024,Bologna,4-0,Lecce
Serie A,2023-2024,11.02.2024,Monza,0-0,Hellas Verona
Serie A,2023-2024,11.02.2024,Genoa,1-4,Atalanta
Serie A,2023-2024,11.02.2024,Milan,1-0,Napoli
Serie A,2023-2024,12.02.2024,Juventus,0-1,Udinese
Serie A,2023-2024,14.02.2024,Bologna,2-0,Fiorentina
Serie A,2023-2024,16.02.2024,Torino,2-0,Lecce
Serie A,2023-2024,16.02.2024,Inter,4-0,Salernitana
Serie A,2023-2024,17.02.2024,Napoli,1-1,Genoa
Serie A,2023-2024,17.02.2024,Hellas Verona,2-2,Juventus
Serie A,2023-2024,17.02.2024,Atalanta,3-0,Sassuolo
Serie A,2023-2024,18.02.2024,Lazio,1-2,Bologna
Serie A,2023-2024,18.02.2024,Empoli,1-1,Fiorentina
Serie A,2023-2024,18.02.2024,Udinese,1-1,Cagliari
Serie A,2023-2024,18.02.2024,Frosinone,0-3,Roma
Serie A,2023-2024,18.02.2024,Monza,4-2,Milan
Serie A,2023-2024,22.02.2024,Torino,0-2,Lazio
Serie A,2023-2024,23.02.2024,Bologna,2-0,Hellas Verona
Serie A,2023-2024,24.02.2024,Sassuolo,2-3,Empoli
Serie A,2023-2024,24.02.2024,Salernitana,0-2,Monza
Serie A,2023-2024,24.02.2024,Genoa,2-0,Udinese
Serie A,2023-2024,25.02.2024,Juventus,3-2,Frosinone
Serie A,2023-2024,25.02.2024,Cagliari,1-1,Napoli
Serie A,2023-2024,25.02.2024,Lecce,0-4,Inter
Serie A,2023-2024,25.02.2024,Milan,1-1,Atalanta
Serie A,2023-2024,26.02.2024,Roma,3-2,Torino
Serie A,2023-2024,26.02.2024,Fiorentina,2-1,Lazio
Serie A,2023-2024,28.02.2024,Sassuolo,1-6,Napoli
Serie A,2023-2024,28.02.2024,Inter,4-0,Atalanta
Serie A,2023-2024,01.03.2024,Lazio,0-1,Milan
Serie A,2023-2024,02.03.2024,Udinese,1-1,Salernitana
Serie A,2023-2024,02.03.2024,Monza,1-4,Roma
Serie A,2023-2024,02.03.2024,Torino,0-0,Fiorentina
Serie A,2023-2024,03.03.2024,Hellas Verona,1-0,Sassuolo
Serie A,2023-2024,03.03.2024,Empoli,0-1,Cagliari
Serie A,2023-2024,03.03.2024,Frosinone,1-1,Lecce
Serie A,2023-2024,03.03.2024,Atalanta,1-2,Bologna
Serie A,2023-2024,03.03.2024,Napoli,2-1,Juventus
Serie A,2023-2024,04.03.2024,Inter,2-1,Genoa
Serie A,2023-2024,08.03.2024,Napoli,1-1,Torino
Serie A,2023-2024,09.03.2024,Cagliari,4-2,Salernitana
Serie A,2023-2024,09.03.2024,Sassuolo,1-0,Frosinone
Serie A,2023-2024,09.03.2024,Bologna,0-1,Inter
Serie A,2023-2024,09.03.2024,Genoa,2-3,Monza
Serie A,2023-2024,10.03.2024,Lecce,0-1,Hellas Verona
Serie A,2023-2024,10.03.2024,Milan,1-0,Empoli
Serie A,2023-2024,10.03.2024,Juventus,2-2,Atalanta
Serie A,2023-2024,10.03.2024,Fiorentina,2-2,Roma
Serie A,2023-2024,11.03.2024,Lazio,1-2,Udinese
Serie A,2023-2024,15.03.2024,Empoli,0-1,Bologna
Serie A,2023-2024,16.03.2024,Monza,1-0,Cagliari
Serie A,2023-2024,16.03.2024,Udinese,0-2,Torino
Serie A,2023-2024,16.03.2024,Salernitana,0-1,Lecce
Serie A,2023-2024,16.03.2024,Frosinone,2-3,Lazio
Serie A,2023-2024,17.03.2024,Juventus,0-0,Genoa
Serie A,2023-2024,17.03.2024,Hellas Verona,1-3,Milan
Serie A,2023-2024,17.03.2024,Roma,1-0,Sassuolo
Serie A,2023-2024,17.03.2024,Inter,1-1,Napoli
Serie A,2023-2024,30.03.2024,Napoli,0-3,Atalanta
Serie A,2023-2024,30.03.2024,Genoa,1-1,Frosinone
Serie A,2023-2024,30.03.2024,Torino,1-0,Monza
Serie A,2023-2024,30.03.2024,Lazio,1-0,Juventus
Serie A,2023-2024,30.03.2024,Fiorentina,1-2,Milan
Serie A,2023-2024,01.04.2024,Bologna,3-0,Salernitana
Serie A,2023-2024,01.04.2024,Cagliari,1-1,Hellas Verona
Serie A,2023-2024,01.04.2024,Sassuolo,1-1,Udinese
Serie A,2023-2024,01.04.2024,Lecce,0-0,Roma
Serie A,2023-2024,01.04.2024,Inter,2-0,Empoli
Serie A,2023-2024,05.04.2024,Salernitana,2-2,Sassuolo
Serie A,2023-2024,06.04.2024,Milan,3-0,Lecce
Serie A,2023-2024,06.04.2024,Roma,1-0,Lazio
Serie A,2023-2024,06.04.2024,Empoli,3-2,Torino
Serie A,2023-2024,07.04.2024,Frosinone,0-0,Bologna
Serie A,2023-2024,07.04.2024,Monza,2-4,Napoli
Serie A,2023-2024,07.04.2024,Cagliari,2-1,Atalanta
Serie A,2023-2024,07.04.2024,Hellas Verona,1-2,Genoa
Serie A,2023-2024,07.04.2024,Juventus,1-0,Fiorentina
Serie A,2023-2024,08.04.2024,Udinese,1-2,Inter
Serie A,2023-2024,12.04.2024,Lazio,4-1,Salernitana
Serie A,2023-2024,13.04.2024,Lecce,1-0,Empoli
Serie A,2023-2024,13.04.2024,Torino,0-0,Juventus
Serie A,2023-2024,13.04.2024,Bologna,0-0,Monza
Serie A,2023-2024,14.04.2024,Napoli,2-2,Frosinone
Serie A,2023-2024,14.04.2024,Sassuolo,3-3,Milan
Serie A,2023-2024,14.04.2024,Inter,2-2,Cagliari
Serie A,2023-2024,15.04.2024,Fiorentina,1-1,Genoa
Serie A,2023-2024,15.04.2024,Atalanta,2-2,Hellas Verona
Serie A,2023-2024,19.04.2024,Genoa,0-1,Lazio
Serie A,2023-2024,19.04.2024,Cagliari,2-2,Juventus
Serie A,2023-2024,20.04.2024,Empoli,1-0,Napoli
Serie A,2023-2024,20.04.2024,Hellas Verona,1-0,Udinese
Serie A,2023-2024,21.04.2024,Sassuolo,0-3,Lecce
Serie A,2023-2024,21.04.2024,Torino,0-0,Frosinone
Serie A,2023-2024,21.04.2024,Salernitana,0-2,Fiorentina
Serie A,2023-2024,21.04.2024,Monza,1-2,Atalanta
Serie A,2023-2024,22.04.2024,Roma,1-3,Bologna
Serie A,2023-2024,22.04.2024,Milan,1-2,Inter
Serie A,2023-2024,25.04.2024,Udinese,1-2,Roma
Serie A,2023-2024,26.04.2024,Frosinone,3-0,Salernitana
Serie A,2023-2024,27.04.2024,Lecce,1-1,Monza
Serie A,2023-2024,27.04.2024,Juventus,0-0,Milan
Serie A,2023-2024,27.04.2024,Lazio,1-0,Hellas Verona
Serie A,2023-2024,28.04.2024,Inter,2-0,Torino
Serie A,2023-2024,28.04.2024,Bologna,1-1,Udinese
Serie A,2023-2024,28.04.2024,Atalanta,2-0,Empoli
Serie A,2023-2024,28.04.2024,Napoli,2-2,Roma
Serie A,2023-2024,28.04.2024,Fiorentina,5-1,Sassuolo
Serie A,2023-2024,29.04.2024,Genoa,3-0,Cagliari
Serie A,2023-2024,03.05.2024,Torino,0-0,Bologna
Serie A,2023-2024,04.05.2024,Monza,2-2,Lazio
Serie A,2023-2024,04.05.2024,Sassuolo,1-0,Inter
Serie A,2023-2024,05.05.2024,Cagliari,1-1,Lecce
Serie A,2023-2024,05.05.2024,Empoli,0-0,Frosinone
Serie A,2023-2024,05.05.2024,Hellas Verona,2-1,Fiorentina
Serie A,2023-2024,05.05.2024,Milan,3-3,Genoa
Serie A,2023-2024,05.05.2024,Roma,1-1,Juventus
Serie A,2023-2024,06.05.2024,Salernitana,1-2,Atalanta
Serie A,2023-2024,06.05.2024,Udinese,1-1,Napoli
Serie A,2023-2024,10.05.2024,Frosinone,0-5,Inter
Serie A,2023-2024,11.05.2024,Napoli,0-2,Bologna
Serie A,2023-2024,11.05.2024,Milan,5-1,Cagliari
Serie A,2023-2024,12.05.2024,Lazio,2-0,Empoli
Serie A,2023-2024,12.05.2024,Genoa,2-1,Sassuolo
Serie A,2023-2024,12.05.2024,Hellas Verona,1-2,Torino
Serie A,2023-2024,12.05.2024,Juventus,1-1,Salernitana
Serie A,2023-2024,12.05.2024,Atalanta,2-1,Roma
Serie A,2023-2024,13.05.2024,Lecce,0-2,Udinese
Serie A,2023-2024,13.05.2024,Fiorentina,2-1,Monza
Serie A,2023-2024,17.05.2024,Fiorentina,2-2,Napoli
Serie A,2023-2024,18.05.2024,Lecce,0-2,Atalanta
Serie A,2023-2024,18.05.2024,Torino,3-1,Milan
Serie A,2023-2024,19.05.2024,Sassuolo,0-2,Cagliari
Serie A,2023-2024,19.05.2024,Monza,0-1,Frosinone
Serie A,2023-2024,19.05.2024,Udinese,1-1,Empoli
Serie A,2023-2024,19.05.2024,Inter,1-1,Lazio
Serie A,2023-2024,19.05.2024,Roma,1-0,Genoa
Serie A,2023-2024,20.05.2024,Salernitana,1-2,Hellas Verona
Serie A,2023-2024,20.05.2024,Bologna,3-3,Juventus
Serie A,2023-2024,23.05.2024,Cagliari,2-3,Fiorentina
Serie A,2023-2024,24.05.2024,Genoa,2-0,Bologna
Serie A,2023-2024,25.05.2024,Juventus,2-0,Monza
Serie A,2023-2024,25.05.2024,Milan,3-3,Salernitana
Serie A,2023-2024,26.05.2024,Atalanta,3-0,Torino
Serie A,2023-2024,26.05.2024,Napoli,0-0,Lecce
Serie A,2023-2024,26.05.2024,Empoli,2-1,Roma
Serie A,2023-2024,26.05.2024,Frosinone,0-1,Udinese
Serie A,2023-2024,26.05.2024,Hellas Verona,2-2,Inter
Serie A,2023-2024,26.05.2024,Lazio,1-1,Sassuolo
Serie A,2023-2024,02.06.2024,Atalanta,2-3,Fiorentina
Ligue 1,2022-2023,05.08.2022,Lyon,2-1,AC Ajaccio
Ligue 1,2022-2023,06.08.2022,Strasbourg,1-2,Monaco
Ligue 1,2022-2023,06.08.2022,Clermont,0-5,PSG
Ligue 1,2022-2023,07.08.2022,Toulouse,1-1,Nice
Ligue 1,2022-2023,07.08.2022,Lille,4-1,AJ Auxerre
Ligue 1,2022-2023,07.08.2022,Angers,0-0,Nantes
Ligue 1,2022-2023,07.08.2022,Montpellier,3-2,Troyes
Ligue 1,2022-2023,07.08.2022,Lens,3-2,Brest
Ligue 1,2022-2023,07.08.2022,Rennes,0-1,Lorient
Ligue 1,2022-2023,07.08.2022,Marsilya,4-1,Reims
Ligue 1,2022-2023,12.08.2022,Nantes,1-1,Lille
Ligue 1,2022-2023,13.08.2022,Monaco,1-1,Rennes
Ligue 1,2022-2023,13.08.2022,PSG,5-2,Montpellier
Ligue 1,2022-2023,14.08.2022,AC Ajaccio,0-0,Lens
Ligue 1,2022-2023,14.08.2022,AJ Auxerre,2-2,Angers
Ligue 1,2022-2023,14.08.2022,Reims,2-4,Clermont
Ligue 1,2022-2023,14.08.2022,Troyes,0-3,Toulouse
Ligue 1,2022-2023,14.08.2022,Nice,1-1,Strasbourg
Ligue 1,2022-2023,14.08.2022,Brest,1-1,Marsilya
Ligue 1,2022-2023,19.08.2022,Lyon,4-1,Troyes
Ligue 1,2022-2023,20.08.2022,Monaco,1-4,Lens
Ligue 1,2022-2023,20.08.2022,Marsilya,2-1,Nantes
Ligue 1,2022-2023,21.08.2022,Strasbourg,1-1,Reims
Ligue 1,2022-2023,21.08.2022,Angers,1-3,Brest
Ligue 1,2022-2023,21.08.2022,Clermont,1-0,Nice
Ligue 1,2022-2023,21.08.2022,Montpellier,1-2,AJ Auxerre
Ligue 1,2022-2023,21.08.2022,Toulouse,2-2,Lorient
Ligue 1,2022-2023,21.08.2022,Rennes,2-1,AC Ajaccio
Ligue 1,2022-2023,21.08.2022,Lille,1-7,PSG
Ligue 1,2022-2023,26.08.2022,AC Ajaccio,1-3,Lille
Ligue 1,2022-2023,27.08.2022,AJ Auxerre,1-0,Strasbourg
Ligue 1,2022-2023,27.08.2022,Lens,2-1,Rennes
Ligue 1,2022-2023,28.08.2022,Nantes,3-1,Toulouse
Ligue 1,2022-2023,28.08.2022,Lorient,2-1,Clermont
Ligue 1,2022-2023,28.08.2022,Nice,0-3,Marsilya
Ligue 1,2022-2023,28.08.2022,Brest,0-7,Montpellier
Ligue 1,2022-2023,28.08.2022,Troyes,3-1,Angers
Ligue 1,2022-2023,28.08.2022,Reims,1-1,Lyon
Ligue 1,2022-2023,28.08.2022,PSG,1-1,Monaco
Ligue 1,2022-2023,31.08.2022,Monaco,2-4,Troyes
Ligue 1,2022-2023,31.08.2022,Angers,2-4,Reims
Ligue 1,2022-2023,31.08.2022,Montpellier,2-0,AC Ajaccio
Ligue 1,2022-2023,31.08.2022,Lyon,2-1,AJ Auxerre
Ligue 1,2022-2023,31.08.2022,Strasbourg,1-1,Nantes
Ligue 1,2022-2023,31.08.2022,Lille,1-2,Nice
Ligue 1,2022-2023,31.08.2022,Marsilya,1-0,Clermont
Ligue 1,2022-2023,31.08.2022,Lens,5-2,Lorient
Ligue 1,2022-2023,31.08.2022,Rennes,3-1,Brest
Ligue 1,2022-2023,31.08.2022,Toulouse,0-3,PSG
Ligue 1,2022-2023,03.09.2022,AJ Auxerre,0-2,Marsilya
Ligue 1,2022-2023,03.09.2022,Lyon,5-0,Angers
Ligue 1,2022-2023,03.09.2022,Nantes,0-3,PSG
Ligue 1,2022-2023,04.09.2022,Montpellier,1-3,Lille
Ligue 1,2022-2023,04.09.2022,AC Ajaccio,0-1,Lorient
Ligue 1,2022-2023,04.09.2022,Clermont,2-0,Toulouse
Ligue 1,2022-2023,04.09.2022,Brest,1-1,Strasbourg
Ligue 1,2022-2023,04.09.2022,Reims,1-1,Lens
Ligue 1,2022-2023,04.09.2022,Troyes,1-1,Rennes
Ligue 1,2022-2023,04.09.2022,Nice,0-1,Monaco
Ligue 1,2022-2023,07.09.2022,Lorient,3-1,Lyon
Ligue 1,2022-2023,09.09.2022,Lens,1-0,Troyes
Ligue 1,2022-2023,10.09.2022,PSG,1-0,Brest
Ligue 1,2022-2023,10.09.2022,Marsilya,2-1,Lille
Ligue 1,2022-2023,11.09.2022,Strasbourg,0-0,Clermont
Ligue 1,2022-2023,11.09.2022,AC Ajaccio,0-1,Nice
Ligue 1,2022-2023,11.09.2022,Angers,2-1,Montpellier
Ligue 1,2022-2023,11.09.2022,Lorient,3-2,Nantes
Ligue 1,2022-2023,11.09.2022,Toulouse,1-0,Reims
Ligue 1,2022-2023,11.09.2022,Rennes,5-0,AJ Auxerre
Ligue 1,2022-2023,11.09.2022,Monaco,2-1,Lyon
Ligue 1,2022-2023,16.09.2022,AJ Auxerre,1-3,Lorient
Ligue 1,2022-2023,17.09.2022,Montpellier,2-1,Strasbourg
Ligue 1,2022-2023,17.09.2022,Lille,2-1,Toulouse
Ligue 1,2022-2023,18.09.2022,Reims,0-3,Monaco
Ligue 1,2022-2023,18.09.2022,Clermont,1-3,Troyes
Ligue 1,2022-2023,18.09.2022,Nice,0-1,Angers
Ligue 1,2022-2023,18.09.2022,Marsilya,1-1,Rennes
Ligue 1,2022-2023,18.09.2022,Brest,0-1,AC Ajaccio
Ligue 1,2022-2023,18.09.2022,Nantes,0-0,Lens
Ligue 1,2022-2023,18.09.2022,Lyon,0-1,PSG
Ligue 1,2022-2023,30.09.2022,Angers,0-3,Marsilya
Ligue 1,2022-2023,01.10.2022,Strasbourg,1-3,Rennes
Ligue 1,2022-2023,01.10.2022,PSG,2-1,Nice
Ligue 1,2022-2023,02.10.2022,Lorient,2-1,Lille
Ligue 1,2022-2023,02.10.2022,AC Ajaccio,1-3,Clermont
Ligue 1,2022-2023,02.10.2022,AJ Auxerre,1-1,Brest
Ligue 1,2022-2023,02.10.2022,Toulouse,4-2,Montpellier
Ligue 1,2022-2023,02.10.2022,Troyes,2-2,Reims
Ligue 1,2022-2023,02.10.2022,Monaco,4-1,Nantes
Ligue 1,2022-2023,02.10.2022,Lens,1-0,Lyon
Ligue 1,2022-2023,07.10.2022,Lyon,1-1,Toulouse
Ligue 1,2022-2023,08.10.2022,Marsilya,1-2,AC Ajaccio
Ligue 1,2022-2023,08.10.2022,Reims,0-0,PSG
Ligue 1,2022-2023,09.10.2022,Montpellier,0-2,Monaco
Ligue 1,2022-2023,09.10.2022,Angers,2-3,Strasbourg
Ligue 1,2022-2023,09.10.2022,Clermont,2-1,AJ Auxerre
Ligue 1,2022-2023,09.10.2022,Nice,3-2,Troyes
Ligue 1,2022-2023,09.10.2022,Brest,1-2,Lorient
Ligue 1,2022-2023,09.10.2022,Rennes,3-0,Nantes
Ligue 1,2022-2023,09.10.2022,Lille,1-0,Lens
Ligue 1,2022-2023,14.10.2022,Strasbourg,0-3,Lille
Ligue 1,2022-2023,15.10.2022,Lorient,0-0,Reims
Ligue 1,2022-2023,15.10.2022,Lens,1-0,Montpellier
Ligue 1,2022-2023,16.10.2022,Toulouse,3-2,Angers
Ligue 1,2022-2023,16.10.2022,AJ Auxerre,1-1,Nice
Ligue 1,2022-2023,16.10.2022,Nantes,4-1,Brest
Ligue 1,2022-2023,16.10.2022,Rennes,3-2,Lyon
Ligue 1,2022-2023,16.10.2022,Troyes,1-1,AC Ajaccio
Ligue 1,2022-2023,16.10.2022,Monaco,1-1,Clermont
Ligue 1,2022-2023,16.10.2022,PSG,1-0,Marsilya
Ligue 1,2022-2023,21.10.2022,AC Ajaccio,0-3,PSG
Ligue 1,2022-2023,22.10.2022,Montpellier,1-2,Lyon
Ligue 1,2022-2023,22.10.2022,Marsilya,0-1,Lens
Ligue 1,2022-2023,23.10.2022,Angers,1-2,Rennes
Ligue 1,2022-2023,23.10.2022,Clermont,1-3,Brest
Ligue 1,2022-2023,23.10.2022,Reims,2-1,AJ Auxerre
Ligue 1,2022-2023,23.10.2022,Toulouse,2-2,Strasbourg
Ligue 1,2022-2023,23.10.2022,Troyes,2-2,Lorient
Ligue 1,2022-2023,23.10.2022,Nice,1-1,Nantes
Ligue 1,2022-2023,23.10.2022,Lille,4-3,Monaco
Ligue 1,2022-2023,28.10.2022,Lens,3-0,Toulouse
Ligue 1,2022-2023,29.10.2022,PSG,4-3,Troyes
Ligue 1,2022-2023,29.10.2022,Strasbourg,2-2,Marsilya
Ligue 1,2022-2023,30.10.2022,AJ Auxerre,1-0,AC Ajaccio
Ligue 1,2022-2023,30.10.2022,Monaco,2-0,Angers
Ligue 1,2022-2023,30.10.2022,Nantes,1-1,Clermont
Ligue 1,2022-2023,30.10.2022,Brest,0-0,Reims
Ligue 1,2022-2023,30.10.2022,Rennes,3-0,Montpellier
Ligue 1,2022-2023,30.10.2022,Lorient,1-2,Nice
Ligue 1,2022-2023,30.10.2022,Lyon,1-0,Lille
Ligue 1,2022-2023,04.11.2022,Troyes,1-1,AJ Auxerre
Ligue 1,2022-2023,05.11.2022,AC Ajaccio,4-2,Strasbourg
Ligue 1,2022-2023,05.11.2022,Angers,1-2,Lens
Ligue 1,2022-2023,06.11.2022,Lorient,1-2,PSG
Ligue 1,2022-2023,06.11.2022,Clermont,1-1,Montpellier
Ligue 1,2022-2023,06.11.2022,Nice,1-0,Brest
Ligue 1,2022-2023,06.11.2022,Reims,1-0,Nantes
Ligue 1,2022-2023,06.11.2022,Toulouse,0-2,Monaco
Ligue 1,2022-2023,06.11.2022,Lille,1-1,Rennes
Ligue 1,2022-2023,06.11.2022,Marsilya,1-0,Lyon
Ligue 1,2022-2023,11.11.2022,Lyon,1-1,Nice
Ligue 1,2022-2023,12.11.2022,Lens,2-1,Clermont
Ligue 1,2022-2023,12.11.2022,Rennes,2-1,Toulouse
Ligue 1,2022-2023,13.11.2022,PSG,5-0,AJ Auxerre
Ligue 1,2022-2023,13.11.2022,Nantes,2-2,AC Ajaccio
Ligue 1,2022-2023,13.11.2022,Lille,1-0,Angers
Ligue 1,2022-2023,13.11.2022,Montpellier,1-1,Reims
Ligue 1,2022-2023,13.11.2022,Brest,2-1,Troyes
Ligue 1,2022-2023,13.11.2022,Strasbourg,1-1,Lorient
Ligue 1,2022-2023,13.11.2022,Monaco,2-3,Marsilya
Ligue 1,2022-2023,28.12.2022,AC Ajaccio,1-0,Angers
Ligue 1,2022-2023,28.12.2022,Troyes,0-0,Nantes
Ligue 1,2022-2023,28.12.2022,AJ Auxerre,2-3,Monaco
Ligue 1,2022-2023,28.12.2022,Clermont,0-2,Lille
Ligue 1,2022-2023,28.12.2022,PSG,2-1,Strasbourg
Ligue 1,2022-2023,28.12.2022,Brest,2-4,Lyon
Ligue 1,2022-2023,29.12.2022,Lorient,0-2,Montpellier
Ligue 1,2022-2023,29.12.2022,Reims,3-1,Rennes
Ligue 1,2022-2023,29.12.2022,Nice,0-0,Lens
Ligue 1,2022-2023,29.12.2022,Marsilya,6-1,Toulouse
Ligue 1,2022-2023,01.01.2023,Monaco,1-0,Brest
Ligue 1,2022-2023,01.01.2023,Angers,1-2,Lorient
Ligue 1,2022-2023,01.01.2023,Nantes,1-0,AJ Auxerre
Ligue 1,2022-2023,01.01.2023,Toulouse,2-0,AC Ajaccio
Ligue 1,2022-2023,01.01.2023,Lyon,0-1,Clermont
Ligue 1,2022-2023,01.01.2023,Lens,3-1,PSG
Ligue 1,2022-2023,02.01.2023,Strasbourg,2-3,Troyes
Ligue 1,2022-2023,02.01.2023,Lille,1-1,Reims
Ligue 1,2022-2023,02.01.2023,Montpellier,1-2,Marsilya
Ligue 1,2022-2023,02.01.2023,Rennes,2-1,Nice
Ligue 1,2022-2023,11.01.2023,AC Ajaccio,0-1,Reims
Ligue 1,2022-2023,11.01.2023,AJ Auxerre,0-5,Toulouse
Ligue 1,2022-2023,11.01.2023,Clermont,2-1,Rennes
Ligue 1,2022-2023,11.01.2023,Nantes,0-0,Lyon
Ligue 1,2022-2023,11.01.2023,Brest,0-0,Lille
Ligue 1,2022-2023,11.01.2023,Lorient,2-2,Monaco
Ligue 1,2022-2023,11.01.2023,Nice,6-1,Montpellier
Ligue 1,2022-2023,11.01.2023,PSG,2-0,Angers
Ligue 1,2022-2023,11.01.2023,Strasbourg,2-2,Lens
Ligue 1,2022-2023,11.01.2023,Troyes,0-2,Marsilya
Ligue 1,2022-2023,14.01.2023,Lens,1-0,AJ Auxerre
Ligue 1,2022-2023,14.01.2023,Marsilya,3-1,Lorient
Ligue 1,2022-2023,14.01.2023,Lyon,1-2,Strasbourg
Ligue 1,2022-2023,15.01.2023,Lille,5-1,Troyes
Ligue 1,2022-2023,15.01.2023,Angers,1-2,Clermont
Ligue 1,2022-2023,15.01.2023,Montpellier,0-3,Nantes
Ligue 1,2022-2023,15.01.2023,Reims,0-0,Nice
Ligue 1,2022-2023,15.01.2023,Toulouse,1-1,Brest
Ligue 1,2022-2023,15.01.2023,Monaco,7-1,AC Ajaccio
Ligue 1,2022-2023,15.01.2023,Rennes,1-0,PSG
Ligue 1,2022-2023,27.01.2023,Lorient,2-1,Rennes
Ligue 1,2022-2023,28.01.2023,Troyes,1-1,Lens
Ligue 1,2022-2023,28.01.2023,Marsilya,1-1,Monaco
Ligue 1,2022-2023,29.01.2023,Nice,1-0,Lille
Ligue 1,2022-2023,29.01.2023,AJ Auxerre,0-2,Montpellier
Ligue 1,2022-2023,29.01.2023,Clermont,0-0,Nantes
Ligue 1,2022-2023,29.01.2023,Strasbourg,1-2,Toulouse
Ligue 1,2022-2023,29.01.2023,Brest,4-0,Angers
Ligue 1,2022-2023,29.01.2023,AC Ajaccio,0-2,Lyon
Ligue 1,2022-2023,29.01.2023,PSG,1-1,Reims
Ligue 1,2022-2023,01.02.2023,Angers,1-2,AC Ajaccio
Ligue 1,2022-2023,01.02.2023,Nantes,0-2,Marsilya
Ligue 1,2022-2023,01.02.2023,Lille,0-0,Clermont
Ligue 1,2022-2023,01.02.2023,Reims,4-2,Lorient
Ligue 1,2022-2023,01.02.2023,Toulouse,4-1,Troyes
Ligue 1,2022-2023,01.02.2023,Monaco,3-2,AJ Auxerre
Ligue 1,2022-2023,01.02.2023,Montpellier,1-3,PSG
Ligue 1,2022-2023,01.02.2023,Lyon,0-0,Brest
Ligue 1,2022-2023,01.02.2023,Lens,0-1,Nice
Ligue 1,2022-2023,01.02.2023,Rennes,3-0,Strasbourg
Ligue 1,2022-2023,04.02.2023,PSG,2-1,Toulouse
Ligue 1,2022-2023,04.02.2023,Troyes,1-3,Lyon
Ligue 1,2022-2023,04.02.2023,Rennes,1-3,Lille
Ligue 1,2022-2023,05.02.2023,Clermont,0-2,Monaco
Ligue 1,2022-2023,05.02.2023,AC Ajaccio,0-2,Nantes
Ligue 1,2022-2023,05.02.2023,AJ Auxerre,0-0,Reims
Ligue 1,2022-2023,05.02.2023,Lorient,0-0,Angers
Ligue 1,2022-2023,05.02.2023,Strasbourg,2-0,Montpellier
Ligue 1,2022-2023,05.02.2023,Brest,1-1,Lens
Ligue 1,2022-2023,05.02.2023,Marsilya,1-3,Nice
Ligue 1,2022-2023,10.02.2023,Nice,3-0,AC Ajaccio
Ligue 1,2022-2023,11.02.2023,Monaco,3-1,PSG
Ligue 1,2022-2023,11.02.2023,Clermont,0-2,Marsilya
Ligue 1,2022-2023,12.02.2023,Toulouse,3-1,Rennes
Ligue 1,2022-2023,12.02.2023,Angers,1-1,AJ Auxerre
Ligue 1,2022-2023,12.02.2023,Lille,2-0,Strasbourg
Ligue 1,2022-2023,12.02.2023,Montpellier,3-0,Brest
Ligue 1,2022-2023,12.02.2023,Reims,4-0,Troyes
Ligue 1,2022-2023,12.02.2023,Nantes,1-0,Lorient
Ligue 1,2022-2023,12.02.2023,Lyon,2-1,Lens
Ligue 1,2022-2023,17.02.2023,AJ Auxerre,2-1,Lyon
Ligue 1,2022-2023,18.02.2023,Nice,0-0,Reims
Ligue 1,2022-2023,18.02.2023,Strasbourg,2-1,Angers
Ligue 1,2022-2023,19.02.2023,PSG,4-3,Lille
Ligue 1,2022-2023,19.02.2023,Lorient,3-0,AC Ajaccio
