LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
La Liga,2023-2024,20.10.2023,Osasuna,2-0,Granada
La Liga,2023-2024,21.10.2023,R. Sociedad,1-0,Mallorca
La Liga,2023-2024,21.10.2023,Getafe,1-1,Real Betis
La Liga,2023-2024,21.10.2023,Sevilla,1-1,Real Madrid
La Liga,2023-2024,21.10.2023,Celta Vigo,0-3,Atl. Madrid
La Liga,2023-2024,22.10.2023,Las Palmas,0-1,Rayo Vallecano
La Liga,2023-2024,22.10.2023,Girona,5-2,Almeria
La Liga,2023-2024,22.10.2023,Villarreal,1-1,Alaves
La Liga,2023-2024,22.10.2023,Barcelona,1-0,Ath. Bilbao
La Liga,2023-2024,23.10.2023,Valencia,2-0,Cadiz
La Liga,2023-2024,27.10.2023,Girona,1-0,Celta Vigo
La Liga,2023-2024,28.10.2023,Almeria,1-2,Las Palmas
La Liga,2023-2024,28.10.2023,Barcelona,1-2,Real Madrid
La Liga,2023-2024,28.10.2023,Mallorca,0-0,Getafe
La Liga,2023-2024,28.10.2023,Cadiz,2-2,Sevilla
La Liga,2023-2024,29.10.2023,Real Betis,2-1,Osasuna
La Liga,2023-2024,29.10.2023,Rayo Vallecano,2-2,R. Sociedad
La Liga,2023-2024,29.10.2023,Ath. Bilbao,2-2,Valencia
La Liga,2023-2024,29.10.2023,Atl. Madrid,2-1,Alaves
La Liga,2023-2024,30.10.2023,Granada,2-3,Villarreal
La Liga,2023-2024,03.11.2023,Las Palmas,2-1,Atl. Madrid
La Liga,2023-2024,04.11.2023,Osasuna,2-4,Girona
La Liga,2023-2024,04.11.2023,Real Betis,2-0,Mallorca
La Liga,2023-2024,04.11.2023,Celta Vigo,1-1,Sevilla
La Liga,2023-2024,04.11.2023,R. Sociedad,0-1,Barcelona
La Liga,2023-2024,05.11.2023,Alaves,1-0,Almeria
La Liga,2023-2024,05.11.2023,Valencia,1-0,Granada
La Liga,2023-2024,05.11.2023,Villarreal,2-3,Ath. Bilbao
La Liga,2023-2024,05.11.2023,Real Madrid,0-0,Rayo Vallecano
La Liga,2023-2024,06.11.2023,Getafe,1-0,Cadiz
La Liga,2023-2024,10.11.2023,Ath. Bilbao,4-3,Celta Vigo
La Liga,2023-2024,11.11.2023,Rayo Vallecano,1-2,Girona
La Liga,2023-2024,11.11.2023,Almeria,1-3,R. Sociedad
La Liga,2023-2024,11.11.2023,Granada,1-1,Getafe
La Liga,2023-2024,11.11.2023,Osasuna,1-1,Las Palmas
La Liga,2023-2024,11.11.2023,Real Madrid,5-1,Valencia
La Liga,2023-2024,12.11.2023,Barcelona,2-1,Alaves
La Liga,2023-2024,12.11.2023,Sevilla,1-1,Real Betis
La Liga,2023-2024,12.11.2023,Atl. Madrid,3-1,Villarreal
La Liga,2023-2024,24.11.2023,Alaves,3-1,Granada
La Liga,2023-2024,25.11.2023,Rayo Vallecano,1-1,Barcelona
La Liga,2023-2024,25.11.2023,Valencia,0-0,Celta Vigo
La Liga,2023-2024,25.11.2023,Getafe,2-1,Almeria
La Liga,2023-2024,25.11.2023,Atl. Madrid,1-0,Mallorca
La Liga,2023-2024,26.11.2023,Villarreal,3-1,Osasuna
La Liga,2023-2024,26.11.2023,R. Sociedad,2-1,Sevilla
La Liga,2023-2024,26.11.2023,Cadiz,0-3,Real Madrid
La Liga,2023-2024,26.11.2023,Real Betis,1-0,Las Palmas
La Liga,2023-2024,27.11.2023,Girona,1-1,Ath. Bilbao
La Liga,2023-2024,29.11.2023,Mallorca,1-1,Cadiz
La Liga,2023-2024,01.12.2023,Las Palmas,2-0,Getafe
La Liga,2023-2024,02.12.2023,Girona,2-1,Valencia
La Liga,2023-2024,02.12.2023,Ath. Bilbao,4-0,Rayo Vallecano
La Liga,2023-2024,02.12.2023,Real Madrid,2-0,Granada
La Liga,2023-2024,02.12.2023,Osasuna,1-1,R. Sociedad
La Liga,2023-2024,03.12.2023,Mallorca,0-0,Alaves
La Liga,2023-2024,03.12.2023,Almeria,0-0,Real Betis
La Liga,2023-2024,03.12.2023,Sevilla,1-1,Villarreal
La Liga,2023-2024,03.12.2023,Barcelona,1-0,Atl. Madrid
La Liga,2023-2024,04.12.2023,Celta Vigo,1-1,Cadiz
La Liga,2023-2024,08.12.2023,Getafe,1-0,Valencia
La Liga,2023-2024,09.12.2023,Alaves,0-1,Las Palmas
La Liga,2023-2024,09.12.2023,Real Betis,1-1,Real Madrid
La Liga,2023-2024,09.12.2023,Villarreal,0-3,R. Sociedad
La Liga,2023-2024,09.12.2023,Mallorca,1-0,Sevilla
La Liga,2023-2024,10.12.2023,Atl. Madrid,2-1,Almeria
La Liga,2023-2024,10.12.2023,Cadiz,1-1,Osasuna
La Liga,2023-2024,10.12.2023,Barcelona,2-4,Girona
La Liga,2023-2024,11.12.2023,Granada,1-1,Ath. Bilbao
La Liga,2023-2024,11.12.2023,Rayo Vallecano,0-0,Celta Vigo
La Liga,2023-2024,15.12.2023,Osasuna,1-0,Rayo Vallecano
La Liga,2023-2024,16.12.2023,Celta Vigo,1-0,Granada
La Liga,2023-2024,16.12.2023,Ath. Bilbao,2-0,Atl. Madrid
La Liga,2023-2024,16.12.2023,Sevilla,0-3,Getafe
La Liga,2023-2024,16.12.2023,Valencia,1-1,Barcelona
La Liga,2023-2024,17.12.2023,Almeria,0-0,Mallorca
La Liga,2023-2024,17.12.2023,R. Sociedad,0-0,Real Betis
La Liga,2023-2024,17.12.2023,Las Palmas,1-1,Cadiz
La Liga,2023-2024,17.12.2023,Real Madrid,4-1,Villarreal
La Liga,2023-2024,18.12.2023,Girona,3-0,Alaves
La Liga,2023-2024,19.12.2023,Rayo Vallecano,0-1,Valencia
La Liga,2023-2024,19.12.2023,Atl. Madrid,3-3,Getafe
La Liga,2023-2024,19.12.2023,Granada,0-3,Sevilla
La Liga,2023-2024,20.12.2023,Barcelona,3-2,Almeria
La Liga,2023-2024,20.12.2023,Ath. Bilbao,1-0,Las Palmas
La Liga,2023-2024,20.12.2023,Villarreal,3-2,Celta Vigo
La Liga,2023-2024,21.12.2023,Real Betis,1-1,Girona
La Liga,2023-2024,21.12.2023,Cadiz,0-0,R. Sociedad
La Liga,2023-2024,21.12.2023,Mallorca,3-2,Osasuna
La Liga,2023-2024,21.12.2023,Alaves,0-1,Real Madrid
La Liga,2023-2024,23.12.2023,Atl. Madrid,1-0,Sevilla
La Liga,2023-2024,02.01.2024,Getafe,0-2,Rayo Vallecano
La Liga,2023-2024,02.01.2024,R. Sociedad,1-1,Alaves
La Liga,2023-2024,02.01.2024,Valencia,3-1,Villarreal
La Liga,2023-2024,03.01.2024,Granada,2-0,Cadiz
La Liga,2023-2024,03.01.2024,Celta Vigo,2-1,Real Betis
La Liga,2023-2024,03.01.2024,Real Madrid,1-0,Mallorca
La Liga,2023-2024,03.01.2024,Girona,4-3,Atl. Madrid
La Liga,2023-2024,04.01.2024,Osasuna,1-0,Almeria
La Liga,2023-2024,04.01.2024,Sevilla,0-2,Ath. Bilbao
La Liga,2023-2024,04.01.2024,Las Palmas,1-2,Barcelona
La Liga,2023-2024,12.01.2024,Sevilla,2-3,Alaves
La Liga,2023-2024,13.01.2024,Las Palmas,3-0,Villarreal
La Liga,2023-2024,13.01.2024,Mallorca,1-1,Celta Vigo
La Liga,2023-2024,13.01.2024,Ath. Bilbao,2-1,R. Sociedad
La Liga,2023-2024,13.01.2024,Real Betis,1-0,Granada
La Liga,2023-2024,14.01.2024,Almeria,0-0,Girona
La Liga,2023-2024,14.01.2024,Cadiz,1-4,Valencia
La Liga,2023-2024,19.01.2024,Alaves,1-0,Cadiz
La Liga,2023-2024,20.01.2024,Rayo Vallecano,0-2,Las Palmas
La Liga,2023-2024,20.01.2024,Villarreal,1-1,Mallorca
La Liga,2023-2024,20.01.2024,Valencia,1-0,Ath. Bilbao
La Liga,2023-2024,20.01.2024,Celta Vigo,0-1,R. Sociedad
La Liga,2023-2024,21.01.2024,Osasuna,3-2,Getafe
La Liga,2023-2024,21.01.2024,Real Madrid,3-2,Almeria
La Liga,2023-2024,21.01.2024,Real Betis,2-4,Barcelona
La Liga,2023-2024,21.01.2024,Girona,5-1,Sevilla
La Liga,2023-2024,22.01.2024,Granada,0-1,Atl. Madrid
La Liga,2023-2024,26.01.2024,Almeria,0-3,Alaves
La Liga,2023-2024,27.01.2024,R. Sociedad,0-0,Rayo Vallecano
La Liga,2023-2024,27.01.2024,Las Palmas,1-2,Real Madrid
La Liga,2023-2024,27.01.2024,Barcelona,3-5,Villarreal
La Liga,2023-2024,27.01.2024,Mallorca,0-1,Real Betis
La Liga,2023-2024,28.01.2024,Celta Vigo,0-1,Girona
La Liga,2023-2024,28.01.2024,Cadiz,0-0,Ath. Bilbao
La Liga,2023-2024,28.01.2024,Sevilla,1-1,Osasuna
La Liga,2023-2024,28.01.2024,Atl. Madrid,2-0,Valencia
La Liga,2023-2024,29.01.2024,Getafe,2-0,Granada
La Liga,2023-2024,31.01.2024,Barcelona,1-0,Osasuna
La Liga,2023-2024,31.01.2024,Atl. Madrid,2-1,Rayo Vallecano
La Liga,2023-2024,01.02.2024,Getafe,0-2,Real Madrid
La Liga,2023-2024,02.02.2024,Ath. Bilbao,4-0,Mallorca
La Liga,2023-2024,03.02.2024,Valencia,2-1,Almeria
La Liga,2023-2024,03.02.2024,Granada,1-1,Las Palmas
La Liga,2023-2024,03.02.2024,Alaves,1-3,Barcelona
La Liga,2023-2024,03.02.2024,Girona,0-0,R. Sociedad
La Liga,2023-2024,04.02.2024,Villarreal,0-0,Cadiz
La Liga,2023-2024,04.02.2024,Osasuna,0-3,Celta Vigo
La Liga,2023-2024,04.02.2024,Real Betis,1-1,Getafe
La Liga,2023-2024,04.02.2024,Real Madrid,1-1,Atl. Madrid
La Liga,2023-2024,05.02.2024,Rayo Vallecano,1-2,Sevilla
La Liga,2023-2024,09.02.2024,Cadiz,0-2,Real Betis
La Liga,2023-2024,10.02.2024,Alaves,1-1,Villarreal
La Liga,2023-2024,10.02.2024,R. Sociedad,0-1,Osasuna
La Liga,2023-2024,10.02.2024,Real Madrid,4-0,Girona
La Liga,2023-2024,10.02.2024,Las Palmas,2-0,Valencia
La Liga,2023-2024,11.02.2024,Getafe,3-2,Celta Vigo
La Liga,2023-2024,11.02.2024,Mallorca,2-1,Rayo Vallecano
La Liga,2023-2024,11.02.2024,Sevilla,1-0,Atl. Madrid
La Liga,2023-2024,11.02.2024,Barcelona,3-3,Granada
La Liga,2023-2024,12.02.2024,Almeria,0-0,Ath. Bilbao
La Liga,2023-2024,16.02.2024,Villarreal,1-1,Getafe
La Liga,2023-2024,17.02.2024,Atl. Madrid,5-0,Las Palmas
La Liga,2023-2024,17.02.2024,Osasuna,2-0,Cadiz
La Liga,2023-2024,17.02.2024,Celta Vigo,1-2,Barcelona
La Liga,2023-2024,17.02.2024,Valencia,0-0,Sevilla
La Liga,2023-2024,18.02.2024,Rayo Vallecano,1-1,Real Madrid
La Liga,2023-2024,18.02.2024,Granada,1-1,Almeria
La Liga,2023-2024,18.02.2024,Mallorca,1-2,R. Sociedad
La Liga,2023-2024,18.02.2024,Real Betis,0-0,Alaves
La Liga,2023-2024,19.02.2024,Ath. Bilbao,3-2,Girona
La Liga,2023-2024,23.02.2024,R. Sociedad,1-3,Villarreal
La Liga,2023-2024,24.02.2024,Barcelona,4-0,Getafe
La Liga,2023-2024,24.02.2024,Alaves,1-1,Mallorca
La Liga,2023-2024,24.02.2024,Almeria,2-2,Atl. Madrid
La Liga,2023-2024,25.02.2024,Cadiz,2-2,Celta Vigo
La Liga,2023-2024,25.02.2024,Real Betis,3-1,Ath. Bilbao
La Liga,2023-2024,25.02.2024,Las Palmas,1-1,Osasuna
La Liga,2023-2024,25.02.2024,Real Madrid,1-0,Sevilla
La Liga,2023-2024,26.02.2024,Girona,3-0,Rayo Vallecano
La Liga,2023-2024,01.03.2024,Celta Vigo,1-0,Almeria
La Liga,2023-2024,02.03.2024,Sevilla,3-2,R. Sociedad
La Liga,2023-2024,02.03.2024,Rayo Vallecano,1-1,Cadiz
La Liga,2023-2024,02.03.2024,Getafe,3-3,Las Palmas
La Liga,2023-2024,02.03.2024,Valencia,2-2,Real Madrid
La Liga,2023-2024,03.03.2024,Villarreal,5-1,Granada
La Liga,2023-2024,03.03.2024,Atl. Madrid,2-1,Real Betis
La Liga,2023-2024,03.03.2024,Mallorca,1-0,Girona
La Liga,2023-2024,03.03.2024,Ath. Bilbao,0-0,Barcelona
La Liga,2023-2024,04.03.2024,Osasuna,1-0,Alaves
La Liga,2023-2024,08.03.2024,Barcelona,1-0,Mallorca
La Liga,2023-2024,09.03.2024,Valencia,1-0,Getafe
La Liga,2023-2024,09.03.2024,Cadiz,2-0,Atl. Madrid
La Liga,2023-2024,09.03.2024,Granada,2-3,R. Sociedad
La Liga,2023-2024,09.03.2024,Girona,2-0,Osasuna
La Liga,2023-2024,10.03.2024,Alaves,1-0,Rayo Vallecano
La Liga,2023-2024,10.03.2024,Las Palmas,0-2,Ath. Bilbao
La Liga,2023-2024,10.03.2024,Real Madrid,4-0,Celta Vigo
La Liga,2023-2024,10.03.2024,Real Betis,2-3,Villarreal
La Liga,2023-2024,11.03.2024,Almeria,2-2,Sevilla
La Liga,2023-2024,15.03.2024,R. Sociedad,2-0,Cadiz
La Liga,2023-2024,16.03.2024,Mallorca,1-0,Granada
La Liga,2023-2024,16.03.2024,Osasuna,2-4,Real Madrid
La Liga,2023-2024,16.03.2024,Getafe,1-0,Girona
La Liga,2023-2024,16.03.2024,Ath. Bilbao,2-0,Alaves
La Liga,2023-2024,17.03.2024,Sevilla,1-2,Celta Vigo
La Liga,2023-2024,17.03.2024,Las Palmas,0-1,Almeria
La Liga,2023-2024,17.03.2024,Villarreal,1-0,Valencia
La Liga,2023-2024,17.03.2024,Rayo Vallecano,2-0,Real Betis
La Liga,2023-2024,17.03.2024,Atl. Madrid,0-3,Barcelona
La Liga,2023-2024,29.03.2024,Cadiz,1-0,Granada
La Liga,2023-2024,30.03.2024,Getafe,0-1,Sevilla
La Liga,2023-2024,30.03.2024,Almeria,0-3,Osasuna
La Liga,2023-2024,30.03.2024,Valencia,0-0,Mallorca
La Liga,2023-2024,30.03.2024,Barcelona,1-0,Las Palmas
La Liga,2023-2024,31.03.2024,Celta Vigo,0-0,Rayo Vallecano
La Liga,2023-2024,31.03.2024,Girona,3-2,Real Betis
La Liga,2023-2024,31.03.2024,Alaves,0-1,R. Sociedad
La Liga,2023-2024,31.03.2024,Real Madrid,2-0,Ath. Bilbao
La Liga,2023-2024,01.04.2024,Villarreal,1-2,Atl. Madrid
La Liga,2023-2024,04.04.2024,Granada,0-1,Valencia
La Liga,2023-2024,12.04.2024,Real Betis,2-1,Celta Vigo
La Liga,2023-2024,13.04.2024,Atl. Madrid,3-1,Girona
La Liga,2023-2024,13.04.2024,Rayo Vallecano,0-0,Getafe
La Liga,2023-2024,13.04.2024,Mallorca,0-1,Real Madrid
La Liga,2023-2024,13.04.2024,Cadiz,0-1,Barcelona
La Liga,2023-2024,14.04.2024,Las Palmas,0-2,Sevilla
La Liga,2023-2024,14.04.2024,Granada,2-0,Alaves
La Liga,2023-2024,14.04.2024,Ath. Bilbao,1-1,Villarreal
La Liga,2023-2024,14.04.2024,R. Sociedad,2-2,Almeria
La Liga,2023-2024,15.04.2024,Osasuna,0-1,Valencia
La Liga,2023-2024,19.04.2024,Ath. Bilbao,1-1,Granada
La Liga,2023-2024,20.04.2024,Celta Vigo,4-1,Las Palmas
La Liga,2023-2024,20.04.2024,Rayo Vallecano,2-1,Osasuna
La Liga,2023-2024,20.04.2024,Valencia,1-2,Real Betis
La Liga,2023-2024,20.04.2024,Girona,4-1,Cadiz
La Liga,2023-2024,21.04.2024,Getafe,1-1,R. Sociedad
La Liga,2023-2024,21.04.2024,Almeria,1-2,Villarreal
La Liga,2023-2024,21.04.2024,Alaves,2-0,Atl. Madrid
La Liga,2023-2024,21.04.2024,Real Madrid,3-2,Barcelona
La Liga,2023-2024,22.04.2024,Sevilla,2-1,Mallorca
La Liga,2023-2024,26.04.2024,R. Sociedad,0-1,Real Madrid
La Liga,2023-2024,27.04.2024,Las Palmas,0-2,Girona
La Liga,2023-2024,27.04.2024,Almeria,1-3,Getafe
La Liga,2023-2024,27.04.2024,Alaves,3-0,Celta Vigo
La Liga,2023-2024,27.04.2024,Atl. Madrid,3-1,Ath. Bilbao
La Liga,2023-2024,28.04.2024,Cadiz,1-1,Mallorca
La Liga,2023-2024,28.04.2024,Granada,3-0,Osasuna
La Liga,2023-2024,28.04.2024,Villarreal,3-0,Rayo Vallecano
La Liga,2023-2024,28.04.2024,Real Betis,1-1,Sevilla
La Liga,2023-2024,29.04.2024,Barcelona,4-2,Valencia
La Liga,2023-2024,03.05.2024,Getafe,0-2,Ath. Bilbao
La Liga,2023-2024,04.05.2024,R. Sociedad,2-0,Las Palmas
La Liga,2023-2024,04.05.2024,Real Madrid,3-0,Cadiz
La Liga,2023-2024,04.05.2024,Girona,4-2,Barcelona
La Liga,2023-2024,04.05.2024,Mallorca,0-1,Atl. Madrid
La Liga,2023-2024,05.05.2024,Osasuna,0-2,Real Betis
La Liga,2023-2024,05.05.2024,Celta Vigo,3-2,Villarreal
La Liga,2023-2024,05.05.2024,Valencia,0-1,Alaves
La Liga,2023-2024,05.05.2024,Rayo Vallecano,0-1,Almeria
La Liga,2023-2024,05.05.2024,Sevilla,3-0,Granada
La Liga,2023-2024,10.05.2024,Alaves,2-2,Girona
La Liga,2023-2024,11.05.2024,Mallorca,1-0,Las Palmas
La Liga,2023-2024,11.05.2024,Villarreal,3-2,Sevilla
La Liga,2023-2024,11.05.2024,Granada,0-4,Real Madrid
La Liga,2023-2024,11.05.2024,Ath. Bilbao,2-2,Osasuna
La Liga,2023-2024,12.05.2024,Cadiz,1-0,Getafe
La Liga,2023-2024,12.05.2024,Atl. Madrid,1-0,Celta Vigo
La Liga,2023-2024,12.05.2024,Valencia,0-0,Rayo Vallecano
La Liga,2023-2024,12.05.2024,Real Betis,3-2,Almeria
La Liga,2023-2024,13.05.2024,Barcelona,2-0,R. Sociedad
La Liga,2023-2024,14.05.2024,Osasuna,1-1,Mallorca
La Liga,2023-2024,14.05.2024,Real Madrid,5-0,Alaves
La Liga,2023-2024,14.05.2024,Girona,0-1,Villarreal
La Liga,2023-2024,15.05.2024,Sevilla,0-1,Cadiz
La Liga,2023-2024,15.05.2024,Rayo Vallecano,2-1,Granada
La Liga,2023-2024,15.05.2024,Celta Vigo,2-1,Ath. Bilbao
La Liga,2023-2024,15.05.2024,Getafe,0-3,Atl. Madrid
La Liga,2023-2024,16.05.2024,Las Palmas,2-2,Real Betis
La Liga,2023-2024,16.05.2024,Almeria,0-2,Barcelona
La Liga,2023-2024,16.05.2024,R. Sociedad,1-0,Valencia
La Liga,2023-2024,18.05.2024,Alaves,1-0,Getafe
La Liga,2023-2024,19.05.2024,Ath. Bilbao,2-0,Sevilla
La Liga,2023-2024,19.05.2024,Atl. Madrid,1-4,Osasuna
La Liga,2023-2024,19.05.2024,Barcelona,3-0,Rayo Vallecano
La Liga,2023-2024,19.05.2024,Real Betis,0-2,R. Sociedad
La Liga,2023-2024,19.05.2024,Cadiz,0-0,Las Palmas
La Liga,2023-2024,19.05.2024,Mallorca,2-2,Almeria
La Liga,2023-2024,19.05.2024,Granada,1-2,Celta Vigo
La Liga,2023-2024,19.05.2024,Valencia,1-3,Girona
La Liga,2023-2024,19.05.2024,Villarreal,4-4,Real Madrid
La Liga,2023-2024,24.05.2024,Girona,7-0,Granada
La Liga,2023-2024,25.05.2024,Osasuna,1-1,Villarreal
La Liga,2023-2024,25.05.2024,R. Sociedad,0-2,Atl. Madrid
La Liga,2023-2024,25.05.2024,Almeria,6-1,Cadiz
La Liga,2023-2024,25.05.2024,Rayo Vallecano,0-1,Ath. Bilbao
La Liga,2023-2024,25.05.2024,Real Madrid,0-0,Real Betis
La Liga,2023-2024,26.05.2024,Getafe,1-2,Mallorca
La Liga,2023-2024,26.05.2024,Celta Vigo,2-2,Valencia
La Liga,2023-2024,26.05.2024,Las Palmas,1-1,Alaves
La Liga,2023-2024,26.05.2024,Sevilla,1-2,Barcelona
Serie A,2022-2023,13.08.2022,Milan,4-2,Udinese
Serie A,2022-2023,13.08.2022,Sampdoria,0-2,Atalanta
Serie A,2022-2023,13.08.2022,Lecce,1-2,Inter
Serie A,2022-2023,13.08.2022,Monza,1-2,Torino
Serie A,2022-2023,14.08.2022,Fiorentina,3-2,Cremonese
Serie A,2022-2023,14.08.2022,Lazio,2-1,Bologna
Serie A,2022-2023,14.08.2022,Salernitana,0-1,Roma
Serie A,2022-2023,14.08.2022,Spezia,1-0,Empoli
Serie A,2022-2023,15.08.2022,Hellas Verona,2-5,Napoli
Serie A,2022-2023,15.08.2022,Juventus,3-0,Sassuolo
Serie A,2022-2023,20.08.2022,Torino,0-0,Lazio
Serie A,2022-2023,20.08.2022,Udinese,0-0,Salernitana
Serie A,2022-2023,20.08.2022,Inter,3-0,Spezia
Serie A,2022-2023,20.08.2022,Sassuolo,1-0,Lecce
Serie A,2022-2023,21.08.2022,Empoli,0-0,Fiorentina
Serie A,2022-2023,21.08.2022,Napoli,4-0,Monza
Serie A,2022-2023,21.08.2022,Atalanta,1-1,Milan
Serie A,2022-2023,21.08.2022,Bologna,1-1,Hellas Verona
Serie A,2022-2023,22.08.2022,Roma,1-0,Cremonese
Serie A,2022-2023,22.08.2022,Sampdoria,0-0,Juventus
Serie A,2022-2023,26.08.2022,Monza,1-2,Udinese
Serie A,2022-2023,26.08.2022,Lazio,3-1,Inter
Serie A,2022-2023,27.08.2022,Cremonese,1-2,Torino
Serie A,2022-2023,27.08.2022,Juventus,1-1,Roma
Serie A,2022-2023,27.08.2022,Milan,2-0,Bologna
Serie A,2022-2023,27.08.2022,Spezia,2-2,Sassuolo
Serie A,2022-2023,28.08.2022,Hellas Verona,0-1,Atalanta
Serie A,2022-2023,28.08.2022,Salernitana,4-0,Sampdoria
Serie A,2022-2023,28.08.2022,Fiorentina,0-0,Napoli
Serie A,2022-2023,28.08.2022,Lecce,1-1,Empoli
Serie A,2022-2023,30.08.2022,Sassuolo,0-0,Milan
Serie A,2022-2023,30.08.2022,Inter,3-1,Cremonese
Serie A,2022-2023,30.08.2022,Roma,3-0,Monza
Serie A,2022-2023,31.08.2022,Empoli,1-1,Hellas Verona
Serie A,2022-2023,31.08.2022,Sampdoria,1-1,Lazio
Serie A,2022-2023,31.08.2022,Udinese,1-0,Fiorentina
Serie A,2022-2023,31.08.2022,Juventus,2-0,Spezia
Serie A,2022-2023,31.08.2022,Napoli,1-1,Lecce
Serie A,2022-2023,01.09.2022,Atalanta,3-1,Torino
Serie A,2022-2023,01.09.2022,Bologna,1-1,Salernitana
Serie A,2022-2023,03.09.2022,Fiorentina,1-1,Juventus
Serie A,2022-2023,03.09.2022,Milan,3-2,Inter
Serie A,2022-2023,03.09.2022,Lazio,1-2,Napoli
Serie A,2022-2023,04.09.2022,Cremonese,0-0,Sassuolo
Serie A,2022-2023,04.09.2022,Spezia,2-2,Bologna
Serie A,2022-2023,04.09.2022,Hellas Verona,2-1,Sampdoria
Serie A,2022-2023,04.09.2022,Udinese,4-0,Roma
Serie A,2022-2023,05.09.2022,Monza,0-2,Atalanta
Serie A,2022-2023,05.09.2022,Salernitana,2-2,Empoli
Serie A,2022-2023,05.09.2022,Torino,1-0,Lecce
Serie A,2022-2023,10.09.2022,Napoli,1-0,Spezia
Serie A,2022-2023,10.09.2022,Inter,1-0,Torino
Serie A,2022-2023,10.09.2022,Sampdoria,1-2,Milan
Serie A,2022-2023,11.09.2022,Atalanta,1-1,Cremonese
Serie A,2022-2023,11.09.2022,Bologna,2-1,Fiorentina
Serie A,2022-2023,11.09.2022,Lecce,1-1,Monza
Serie A,2022-2023,11.09.2022,Sassuolo,1-3,Udinese
Serie A,2022-2023,11.09.2022,Lazio,2-0,Hellas Verona
Serie A,2022-2023,11.09.2022,Juventus,2-2,Salernitana
Serie A,2022-2023,12.09.2022,Empoli,1-2,Roma
Serie A,2022-2023,16.09.2022,Salernitana,1-2,Lecce
Serie A,2022-2023,17.09.2022,Bologna,0-1,Empoli
Serie A,2022-2023,17.09.2022,Spezia,2-1,Sampdoria
Serie A,2022-2023,17.09.2022,Torino,0-1,Sassuolo
Serie A,2022-2023,18.09.2022,Udinese,3-1,Inter
Serie A,2022-2023,18.09.2022,Cremonese,0-4,Lazio
Serie A,2022-2023,18.09.2022,Fiorentina,2-0,Hellas Verona
Serie A,2022-2023,18.09.2022,Monza,1-0,Juventus
Serie A,2022-2023,18.09.2022,Roma,0-1,Atalanta
Serie A,2022-2023,18.09.2022,Milan,1-2,Napoli
Serie A,2022-2023,01.10.2022,Napoli,3-1,Torino
Serie A,2022-2023,01.10.2022,Inter,1-2,Roma
Serie A,2022-2023,01.10.2022,Empoli,1-3,Milan
Serie A,2022-2023,02.10.2022,Lazio,4-0,Spezia
Serie A,2022-2023,02.10.2022,Lecce,1-1,Cremonese
Serie A,2022-2023,02.10.2022,Sampdoria,0-3,Monza
Serie A,2022-2023,02.10.2022,Sassuolo,5-0,Salernitana
Serie A,2022-2023,02.10.2022,Atalanta,1-0,Fiorentina
Serie A,2022-2023,02.10.2022,Juventus,3-0,Bologna
Serie A,2022-2023,03.10.2022,Hellas Verona,1-2,Udinese
Serie A,2022-2023,08.10.2022,Sassuolo,1-2,Inter
Serie A,2022-2023,08.10.2022,Milan,2-0,Juventus
Serie A,2022-2023,08.10.2022,Bologna,1-1,Sampdoria
Serie A,2022-2023,09.10.2022,Torino,1-1,Empoli
Serie A,2022-2023,09.10.2022,Monza,2-0,Spezia
Serie A,2022-2023,09.10.2022,Salernitana,2-1,Hellas Verona
Serie A,2022-2023,09.10.2022,Udinese,2-2,Atalanta
Serie A,2022-2023,09.10.2022,Cremonese,1-4,Napoli
Serie A,2022-2023,09.10.2022,Roma,2-1,Lecce
Serie A,2022-2023,10.10.2022,Fiorentina,0-4,Lazio
Serie A,2022-2023,15.10.2022,Empoli,1-0,Monza
Serie A,2022-2023,15.10.2022,Torino,0-1,Juventus
Serie A,2022-2023,15.10.2022,Atalanta,2-1,Sassuolo
Serie A,2022-2023,16.10.2022,Inter,2-0,Salernitana
Serie A,2022-2023,16.10.2022,Lazio,0-0,Udinese
Serie A,2022-2023,16.10.2022,Spezia,2-2,Cremonese
Serie A,2022-2023,16.10.2022,Napoli,3-2,Bologna
Serie A,2022-2023,16.10.2022,Hellas Verona,1-2,Milan
Serie A,2022-2023,17.10.2022,Sampdoria,0-1,Roma
Serie A,2022-2023,17.10.2022,Lecce,1-1,Fiorentina
Serie A,2022-2023,21.10.2022,Juventus,4-0,Empoli
Serie A,2022-2023,22.10.2022,Salernitana,1-0,Spezia
Serie A,2022-2023,22.10.2022,Milan,4-1,Monza
Serie A,2022-2023,22.10.2022,Fiorentina,3-4,Inter
Serie A,2022-2023,23.10.2022,Udinese,1-2,Torino
Serie A,2022-2023,23.10.2022,Bologna,2-0,Lecce
Serie A,2022-2023,23.10.2022,Atalanta,0-2,Lazio
Serie A,2022-2023,23.10.2022,Roma,0-1,Napoli
Serie A,2022-2023,24.10.2022,Cremonese,0-1,Sampdoria
Serie A,2022-2023,24.10.2022,Sassuolo,2-1,Hellas Verona
Serie A,2022-2023,29.10.2022,Napoli,4-0,Sassuolo
Serie A,2022-2023,29.10.2022,Lecce,0-1,Juventus
Serie A,2022-2023,29.10.2022,Inter,3-0,Sampdoria
Serie A,2022-2023,30.10.2022,Empoli,0-2,Atalanta
Serie A,2022-2023,30.10.2022,Cremonese,0-0,Udinese
Serie A,2022-2023,30.10.2022,Spezia,1-2,Fiorentina
