LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Ligue 1,2009-2010,15.08.2009,Toulouse,3-1,St Etienne
Ligue 1,2009-2010,16.08.2009,Boulogne,2-1,Grenoble
Ligue 1,2009-2010,16.08.2009,Nice,1-1,Rennes
Ligue 1,2009-2010,16.08.2009,Marsilya,1-0,Lille
Ligue 1,2009-2010,22.08.2009,AJ Auxerre,0-3,Lyon
Ligue 1,2009-2010,22.08.2009,Le Mans,2-1,Nancy
Ligue 1,2009-2010,22.08.2009,Monaco,2-0,Lorient
Ligue 1,2009-2010,22.08.2009,Montpellier,2-0,Sochaux
Ligue 1,2009-2010,22.08.2009,St Etienne,0-1,Boulogne
Ligue 1,2009-2010,22.08.2009,Valenciennes,2-3,PSG
Ligue 1,2009-2010,22.08.2009,Rennes,1-1,Marsilya
Ligue 1,2009-2010,23.08.2009,Bordeaux,4-0,Nice
Ligue 1,2009-2010,23.08.2009,Grenoble,1-2,Lens
Ligue 1,2009-2010,23.08.2009,Lille,1-1,Toulouse
Ligue 1,2009-2010,29.08.2009,Boulogne,0-0,AJ Auxerre
Ligue 1,2009-2010,29.08.2009,Lens,2-2,Rennes
Ligue 1,2009-2010,29.08.2009,Lorient,1-0,Le Mans
Ligue 1,2009-2010,29.08.2009,Nice,0-3,Montpellier
Ligue 1,2009-2010,29.08.2009,St Etienne,1-0,Grenoble
Ligue 1,2009-2010,29.08.2009,Sochaux,1-0,Monaco
Ligue 1,2009-2010,29.08.2009,Lyon,3-1,Nancy
Ligue 1,2009-2010,30.08.2009,PSG,3-0,Lille
Ligue 1,2009-2010,30.08.2009,Toulouse,0-1,Valenciennes
Ligue 1,2009-2010,30.08.2009,Marsilya,0-0,Bordeaux
Ligue 1,2009-2010,12.09.2009,Le Mans,1-2,Marsilya
Ligue 1,2009-2010,12.09.2009,Lille,1-0,Sochaux
Ligue 1,2009-2010,12.09.2009,Lyon,1-0,Lorient
Ligue 1,2009-2010,12.09.2009,Montpellier,1-0,Lens
Ligue 1,2009-2010,12.09.2009,Nancy,0-0,Toulouse
Ligue 1,2009-2010,12.09.2009,Valenciennes,1-1,Boulogne
Ligue 1,2009-2010,12.09.2009,Bordeaux,1-0,Grenoble
Ligue 1,2009-2010,13.09.2009,AJ Auxerre,2-0,Nice
Ligue 1,2009-2010,13.09.2009,Rennes,1-0,St Etienne
Ligue 1,2009-2010,13.09.2009,Monaco,2-0,PSG
Ligue 1,2009-2010,19.09.2009,Boulogne,0-2,Bordeaux
Ligue 1,2009-2010,19.09.2009,Grenoble,0-4,Rennes
Ligue 1,2009-2010,19.09.2009,Lorient,3-1,Nancy
Ligue 1,2009-2010,19.09.2009,Nice,1-3,Monaco
Ligue 1,2009-2010,19.09.2009,St Etienne,1-1,AJ Auxerre
Ligue 1,2009-2010,19.09.2009,Sochaux,2-5,Valenciennes
Ligue 1,2009-2010,19.09.2009,Marsilya,4-2,Montpellier
Ligue 1,2009-2010,20.09.2009,Lens,1-1,Lille
Ligue 1,2009-2010,20.09.2009,Toulouse,2-0,Le Mans
Ligue 1,2009-2010,20.09.2009,PSG,1-1,Lyon
Ligue 1,2009-2010,26.09.2009,AJ Auxerre,2-0,Grenoble
Ligue 1,2009-2010,26.09.2009,Lorient,1-1,PSG
Ligue 1,2009-2010,26.09.2009,Monaco,1-2,St Etienne
Ligue 1,2009-2010,26.09.2009,Montpellier,1-0,Boulogne
Ligue 1,2009-2010,26.09.2009,Nancy,2-1,Sochaux
Ligue 1,2009-2010,26.09.2009,Valenciennes,3-2,Marsilya
Ligue 1,2009-2010,26.09.2009,Lyon,2-1,Toulouse
Ligue 1,2009-2010,27.09.2009,Le Mans,3-0,Lens
Ligue 1,2009-2010,27.09.2009,Lille,1-1,Nice
Ligue 1,2009-2010,27.09.2009,Bordeaux,1-0,Rennes
Ligue 1,2009-2010,03.10.2009,Grenoble,2-3,Montpellier
Ligue 1,2009-2010,03.10.2009,Nice,3-2,Valenciennes
Ligue 1,2009-2010,03.10.2009,PSG,1-1,Nancy
Ligue 1,2009-2010,03.10.2009,Rennes,0-1,AJ Auxerre
Ligue 1,2009-2010,03.10.2009,St Etienne,3-1,Bordeaux
Ligue 1,2009-2010,03.10.2009,Sochaux,1-0,Le Mans
Ligue 1,2009-2010,03.10.2009,Lens,0-2,Lyon
Ligue 1,2009-2010,04.10.2009,Boulogne,2-3,Lille
Ligue 1,2009-2010,04.10.2009,Toulouse,0-1,Lorient
Ligue 1,2009-2010,04.10.2009,Marsilya,1-2,Monaco
Ligue 1,2009-2010,17.10.2009,AJ Auxerre,1-0,Bordeaux
Ligue 1,2009-2010,17.10.2009,Le Mans,1-1,Boulogne
Ligue 1,2009-2010,17.10.2009,Lyon,0-2,Sochaux
Ligue 1,2009-2010,17.10.2009,Montpellier,2-1,St Etienne
Ligue 1,2009-2010,17.10.2009,Nancy,0-3,Marsilya
Ligue 1,2009-2010,17.10.2009,Valenciennes,2-0,Grenoble
Ligue 1,2009-2010,17.10.2009,Lille,0-0,Rennes
Ligue 1,2009-2010,18.10.2009,Lorient,4-1,Nice
Ligue 1,2009-2010,18.10.2009,Monaco,2-0,Lens
Ligue 1,2009-2010,18.10.2009,Toulouse,1-0,PSG
Ligue 1,2009-2010,24.10.2009,Bordeaux,3-0,Le Mans
Ligue 1,2009-2010,24.10.2009,Boulogne,1-3,Monaco
Ligue 1,2009-2010,24.10.2009,Grenoble,1-2,Nancy
Ligue 1,2009-2010,24.10.2009,Nice,4-1,Lyon
Ligue 1,2009-2010,24.10.2009,St Etienne,0-2,Valenciennes
Ligue 1,2009-2010,24.10.2009,Sochaux,1-0,Lorient
Ligue 1,2009-2010,24.10.2009,Rennes,3-0,Montpellier
Ligue 1,2009-2010,25.10.2009,AJ Auxerre,3-2,Lille
Ligue 1,2009-2010,25.10.2009,Lens,0-2,Toulouse
Ligue 1,2009-2010,31.10.2009,AJ Auxerre,2-1,Montpellier
Ligue 1,2009-2010,31.10.2009,Bordeaux,1-0,Monaco
Ligue 1,2009-2010,31.10.2009,Boulogne,1-2,Nancy
Ligue 1,2009-2010,31.10.2009,Grenoble,0-2,Lille
Ligue 1,2009-2010,31.10.2009,Lens,1-1,Lorient
Ligue 1,2009-2010,31.10.2009,Marsilya,1-1,Toulouse
Ligue 1,2009-2010,31.10.2009,St Etienne,0-1,Lyon
Ligue 1,2009-2010,01.11.2009,Nice,1-0,Le Mans
Ligue 1,2009-2010,01.11.2009,Rennes,0-3,Valenciennes
Ligue 1,2009-2010,01.11.2009,Sochaux,1-4,PSG
Ligue 1,2009-2010,07.11.2009,Le Mans,0-1,AJ Auxerre
Ligue 1,2009-2010,07.11.2009,Lorient,5-0,Boulogne
Ligue 1,2009-2010,07.11.2009,Monaco,0-0,Grenoble
Ligue 1,2009-2010,07.11.2009,Nancy,0-1,St Etienne
Ligue 1,2009-2010,07.11.2009,PSG,0-1,Nice
Ligue 1,2009-2010,07.11.2009,Valenciennes,1-1,Montpellier
Ligue 1,2009-2010,07.11.2009,Sochaux,1-2,Lens
Ligue 1,2009-2010,08.11.2009,Lille,2-0,Bordeaux
Ligue 1,2009-2010,08.11.2009,Toulouse,3-2,Rennes
Ligue 1,2009-2010,08.11.2009,Lyon,5-5,Marsilya
Ligue 1,2009-2010,20.11.2009,Marsilya,1-0,PSG
Ligue 1,2009-2010,21.11.2009,Bordeaux,0-1,Valenciennes
Ligue 1,2009-2010,21.11.2009,Grenoble,1-1,Lyon
Ligue 1,2009-2010,21.11.2009,Lens,2-1,Nancy
Ligue 1,2009-2010,21.11.2009,Rennes,2-1,Le Mans
Ligue 1,2009-2010,21.11.2009,AJ Auxerre,2-0,Monaco
Ligue 1,2009-2010,22.11.2009,Nice,1-0,Toulouse
Ligue 1,2009-2010,22.11.2009,St Etienne,0-2,Lorient
Ligue 1,2009-2010,22.11.2009,Montpellier,2-0,Lille
Ligue 1,2009-2010,28.11.2009,Lille,4-0,Valenciennes
Ligue 1,2009-2010,28.11.2009,Lorient,2-2,Grenoble
Ligue 1,2009-2010,28.11.2009,PSG,1-0,AJ Auxerre
Ligue 1,2009-2010,28.11.2009,Sochaux,1-0,Nice
Ligue 1,2009-2010,28.11.2009,Toulouse,1-0,Boulogne
Ligue 1,2009-2010,28.11.2009,Lens,1-0,Marsilya
Ligue 1,2009-2010,29.11.2009,Le Mans,1-1,St Etienne
Ligue 1,2009-2010,29.11.2009,Nancy,0-3,Bordeaux
Ligue 1,2009-2010,29.11.2009,Lyon,1-1,Rennes
Ligue 1,2009-2010,02.12.2009,Boulogne,2-5,PSG
Ligue 1,2009-2010,05.12.2009,Montpellier,2-1,Le Mans
Ligue 1,2009-2010,05.12.2009,Nice,1-3,Marsilya
Ligue 1,2009-2010,05.12.2009,Rennes,1-0,Lorient
Ligue 1,2009-2010,05.12.2009,St Etienne,0-0,Sochaux
Ligue 1,2009-2010,05.12.2009,Valenciennes,3-1,Monaco
Ligue 1,2009-2010,05.12.2009,Bordeaux,1-0,PSG
Ligue 1,2009-2010,06.12.2009,AJ Auxerre,1-3,Nancy
Ligue 1,2009-2010,06.12.2009,Boulogne,2-1,Lens
Ligue 1,2009-2010,06.12.2009,Grenoble,1-0,Toulouse
Ligue 1,2009-2010,06.12.2009,Lille,4-3,Lyon
Ligue 1,2009-2010,10.12.2009,Lille,4-0,St Etienne
Ligue 1,2009-2010,10.12.2009,Toulouse,2-0,Sochaux
Ligue 1,2009-2010,12.12.2009,Le Mans,2-1,Valenciennes
Ligue 1,2009-2010,12.12.2009,Lens,2-0,Nice
Ligue 1,2009-2010,12.12.2009,Marsilya,2-0,Boulogne
Ligue 1,2009-2010,12.12.2009,Nancy,1-2,Rennes
Ligue 1,2009-2010,12.12.2009,Lorient,0-0,AJ Auxerre
Ligue 1,2009-2010,13.12.2009,Monaco,0-4,Lille
Ligue 1,2009-2010,13.12.2009,PSG,3-0,St Etienne
Ligue 1,2009-2010,13.12.2009,Sochaux,1-0,Grenoble
Ligue 1,2009-2010,13.12.2009,Toulouse,0-1,Montpellier
Ligue 1,2009-2010,13.12.2009,Lyon,0-1,Bordeaux
Ligue 1,2009-2010,15.12.2009,Valenciennes,0-0,AJ Auxerre
Ligue 1,2009-2010,16.12.2009,Le Mans,1-0,Grenoble
Ligue 1,2009-2010,16.12.2009,Lorient,1-2,Marsilya
Ligue 1,2009-2010,16.12.2009,Lyon,2-0,Boulogne
Ligue 1,2009-2010,16.12.2009,Monaco,1-0,Rennes
Ligue 1,2009-2010,16.12.2009,Montpellier,0-1,Bordeaux
Ligue 1,2009-2010,16.12.2009,Nancy,2-0,Nice
Ligue 1,2009-2010,16.12.2009,PSG,1-1,Lens
Ligue 1,2009-2010,19.12.2009,Bordeaux,4-1,Lorient
Ligue 1,2009-2010,19.12.2009,Grenoble,1-1,Nice
Ligue 1,2009-2010,19.12.2009,Montpellier,0-2,Nancy
Ligue 1,2009-2010,19.12.2009,Rennes,1-0,PSG
Ligue 1,2009-2010,19.12.2009,Valenciennes,0-0,Lens
Ligue 1,2009-2010,19.12.2009,St Etienne,0-0,Marsilya
Ligue 1,2009-2010,20.12.2009,AJ Auxerre,1-1,Toulouse
Ligue 1,2009-2010,20.12.2009,Lille,3-0,Le Mans
Ligue 1,2009-2010,20.12.2009,Monaco,1-1,Lyon
Ligue 1,2009-2010,22.12.2009,Lens,1-0,St Etienne
Ligue 1,2009-2010,23.12.2009,Le Mans,1-1,Monaco
Ligue 1,2009-2010,23.12.2009,Lorient,3-2,Valenciennes
Ligue 1,2009-2010,23.12.2009,Lyon,1-2,Montpellier
Ligue 1,2009-2010,23.12.2009,Marsilya,0-2,AJ Auxerre
Ligue 1,2009-2010,23.12.2009,Nancy,0-4,Lille
Ligue 1,2009-2010,23.12.2009,Nice,2-2,Boulogne
Ligue 1,2009-2010,23.12.2009,PSG,4-0,Grenoble
Ligue 1,2009-2010,23.12.2009,Sochaux,2-0,Rennes
Ligue 1,2009-2010,23.12.2009,Toulouse,1-2,Bordeaux
Ligue 1,2009-2010,13.01.2010,Monaco,4-0,Montpellier
Ligue 1,2009-2010,13.01.2010,Boulogne,0-0,Sochaux
Ligue 1,2009-2010,16.01.2010,AJ Auxerre,0-0,Boulogne
Ligue 1,2009-2010,16.01.2010,Rennes,1-1,Lens
Ligue 1,2009-2010,16.01.2010,Le Mans,0-3,Lorient
Ligue 1,2009-2010,16.01.2010,Nancy,0-2,Lyon
Ligue 1,2009-2010,16.01.2010,Montpellier,1-0,Nice
Ligue 1,2009-2010,16.01.2010,Lille,3-1,PSG
Ligue 1,2009-2010,16.01.2010,Grenoble,1-2,St Etienne
Ligue 1,2009-2010,16.01.2010,Monaco,2-0,Sochaux
Ligue 1,2009-2010,16.01.2010,Valenciennes,1-3,Toulouse
Ligue 1,2009-2010,17.01.2010,Bordeaux,1-1,Marsilya
Ligue 1,2009-2010,19.01.2010,St Etienne,0-0,Rennes
Ligue 1,2009-2010,20.01.2010,Nice,0-1,AJ Auxerre
Ligue 1,2009-2010,20.01.2010,Grenoble,1-3,Bordeaux
Ligue 1,2009-2010,20.01.2010,Marsilya,2-1,Le Mans
Ligue 1,2009-2010,20.01.2010,Sochaux,2-1,Lille
Ligue 1,2009-2010,20.01.2010,Lorient,1-3,Lyon
Ligue 1,2009-2010,20.01.2010,PSG,0-1,Monaco
Ligue 1,2009-2010,20.01.2010,Lens,0-1,Montpellier
Ligue 1,2009-2010,20.01.2010,Toulouse,0-0,Nancy
Ligue 1,2009-2010,20.01.2010,Boulogne,0-2,Valenciennes
Ligue 1,2009-2010,30.01.2010,Bordeaux,0-0,Boulogne
Ligue 1,2009-2010,30.01.2010,Rennes,4-0,Grenoble
Ligue 1,2009-2010,30.01.2010,Lille,1-0,Lens
Ligue 1,2009-2010,30.01.2010,Nancy,1-0,Lorient
Ligue 1,2009-2010,30.01.2010,Monaco,3-2,Nice
Ligue 1,2009-2010,30.01.2010,Le Mans,1-3,Toulouse
Ligue 1,2009-2010,30.01.2010,Montpellier,2-0,Marsilya
Ligue 1,2009-2010,31.01.2010,AJ Auxerre,1-0,St Etienne
Ligue 1,2009-2010,31.01.2010,Valenciennes,1-1,Sochaux
Ligue 1,2009-2010,31.01.2010,Lyon,2-1,PSG
Ligue 1,2009-2010,06.02.2010,Boulogne,0-2,Montpellier
Ligue 1,2009-2010,06.02.2010,Sochaux,1-1,Nancy
Ligue 1,2009-2010,06.02.2010,Grenoble,5-0,AJ Auxerre
Ligue 1,2009-2010,06.02.2010,Lens,2-1,Le Mans
Ligue 1,2009-2010,06.02.2010,Nice,1-1,Lille
Ligue 1,2009-2010,06.02.2010,PSG,0-3,Lorient
Ligue 1,2009-2010,06.02.2010,Rennes,4-2,Bordeaux
Ligue 1,2009-2010,07.02.2010,Toulouse,0-0,Lyon
Ligue 1,2009-2010,07.02.2010,St Etienne,3-0,Monaco
Ligue 1,2009-2010,07.02.2010,Marsilya,5-1,Valenciennes
Ligue 1,2009-2010,13.02.2010,Lille,3-1,Boulogne
Ligue 1,2009-2010,13.02.2010,Montpellier,1-0,Grenoble
Ligue 1,2009-2010,13.02.2010,Monaco,1-2,Marsilya
Ligue 1,2009-2010,13.02.2010,Valenciennes,2-1,Nice
Ligue 1,2009-2010,13.02.2010,Nancy,0-0,PSG
Ligue 1,2009-2010,13.02.2010,Le Mans,0-0,Sochaux
Ligue 1,2009-2010,13.02.2010,Lyon,1-0,Lens
Ligue 1,2009-2010,14.02.2010,AJ Auxerre,1-0,Rennes
Ligue 1,2009-2010,14.02.2010,Lorient,1-1,Toulouse
Ligue 1,2009-2010,14.02.2010,Bordeaux,3-1,St Etienne
Ligue 1,2009-2010,20.02.2010,Boulogne,1-3,Le Mans
Ligue 1,2009-2010,20.02.2010,Nice,1-0,Lorient
Ligue 1,2009-2010,20.02.2010,Lens,3-0,Monaco
Ligue 1,2009-2010,20.02.2010,St Etienne,1-0,Montpellier
Ligue 1,2009-2010,20.02.2010,Grenoble,0-1,Valenciennes
Ligue 1,2009-2010,20.02.2010,PSG,1-0,Toulouse
Ligue 1,2009-2010,21.02.2010,Sochaux,0-4,Lyon
Ligue 1,2009-2010,21.02.2010,Marsilya,3-1,Nancy
Ligue 1,2009-2010,21.02.2010,Rennes,1-2,Lille
Ligue 1,2009-2010,27.02.2010,Monaco,1-0,Boulogne
Ligue 1,2009-2010,27.02.2010,Nancy,0-2,Grenoble
Ligue 1,2009-2010,27.02.2010,Toulouse,1-0,Lens
Ligue 1,2009-2010,27.02.2010,Lyon,2-0,Nice
Ligue 1,2009-2010,27.02.2010,Valenciennes,1-0,St Etienne
Ligue 1,2009-2010,27.02.2010,Lorient,1-0,Sochaux
Ligue 1,2009-2010,27.02.2010,Montpellier,3-1,Rennes
Ligue 1,2009-2010,28.02.2010,Lille,1-2,AJ Auxerre
Ligue 1,2009-2010,28.02.2010,PSG,0-3,Marsilya
Ligue 1,2009-2010,06.03.2010,Boulogne,0-0,Lyon
Ligue 1,2009-2010,06.03.2010,Rennes,1-0,Monaco
Ligue 1,2009-2010,06.03.2010,Nice,2-3,Nancy
Ligue 1,2009-2010,06.03.2010,Lens,1-1,PSG
Ligue 1,2009-2010,06.03.2010,Sochaux,1-0,Toulouse
Ligue 1,2009-2010,06.03.2010,AJ Auxerre,1-0,Valenciennes
Ligue 1,2009-2010,06.03.2010,St Etienne,1-1,Lille
Ligue 1,2009-2010,07.03.2010,Grenoble,1-1,Le Mans
Ligue 1,2009-2010,07.03.2010,Marsilya,1-1,Lorient
Ligue 1,2009-2010,07.03.2010,Bordeaux,1-1,Montpellier
Ligue 1,2009-2010,10.03.2010,Bordeaux,1-2,AJ Auxerre
Ligue 1,2009-2010,13.03.2010,Montpellier,1-1,AJ Auxerre
Ligue 1,2009-2010,13.03.2010,Monaco,0-0,Bordeaux
Ligue 1,2009-2010,13.03.2010,Nancy,1-3,Boulogne
Ligue 1,2009-2010,13.03.2010,Lorient,1-0,Lens
Ligue 1,2009-2010,13.03.2010,Le Mans,0-1,Nice
Ligue 1,2009-2010,13.03.2010,PSG,4-1,Sochaux
Ligue 1,2009-2010,13.03.2010,Lyon,1-1,St Etienne
Ligue 1,2009-2010,14.03.2010,Lille,1-0,Grenoble
Ligue 1,2009-2010,14.03.2010,Valenciennes,0-2,Rennes
Ligue 1,2009-2010,14.03.2010,Toulouse,1-1,Marsilya
Ligue 1,2009-2010,20.03.2010,AJ Auxerre,2-1,Le Mans
Ligue 1,2009-2010,20.03.2010,Boulogne,2-0,Lorient
Ligue 1,2009-2010,20.03.2010,Grenoble,0-0,Monaco
Ligue 1,2009-2010,20.03.2010,St Etienne,0-0,Nancy
Ligue 1,2009-2010,20.03.2010,Nice,1-0,PSG
Ligue 1,2009-2010,20.03.2010,Rennes,4-1,Toulouse
Ligue 1,2009-2010,20.03.2010,Lens,0-0,Sochaux
Ligue 1,2009-2010,21.03.2010,Bordeaux,3-1,Lille
Ligue 1,2009-2010,21.03.2010,Montpellier,2-1,Valenciennes
Ligue 1,2009-2010,21.03.2010,Marsilya,2-1,Lyon
Ligue 1,2009-2010,27.03.2010,Lyon,2-0,Grenoble
Ligue 1,2009-2010,28.03.2010,PSG,3-0,Boulogne
Ligue 1,2009-2010,28.03.2010,Nancy,5-1,Lens
Ligue 1,2009-2010,28.03.2010,Toulouse,0-2,Nice
Ligue 1,2009-2010,28.03.2010,Le Mans,1-3,Rennes
Ligue 1,2009-2010,28.03.2010,Lorient,4-0,St Etienne
Ligue 1,2009-2010,28.03.2010,Lille,4-1,Montpellier
Ligue 1,2009-2010,29.03.2010,Monaco,0-0,AJ Auxerre
Ligue 1,2009-2010,03.04.2010,St Etienne,2-0,Le Mans
Ligue 1,2009-2010,03.04.2010,Valenciennes,1-0,Lille
Ligue 1,2009-2010,03.04.2010,Grenoble,1-2,Lorient
Ligue 1,2009-2010,03.04.2010,Rennes,1-2,Lyon
Ligue 1,2009-2010,03.04.2010,Bordeaux,1-2,Nancy
Ligue 1,2009-2010,03.04.2010,Nice,0-0,Sochaux
Ligue 1,2009-2010,03.04.2010,Montpellier,0-0,Monaco
Ligue 1,2009-2010,04.04.2010,Marsilya,1-0,Lens
Ligue 1,2009-2010,04.04.2010,Boulogne,1-1,Toulouse
Ligue 1,2009-2010,04.04.2010,AJ Auxerre,1-1,PSG
Ligue 1,2009-2010,07.04.2010,Marsilya,3-0,Sochaux
Ligue 1,2009-2010,10.04.2010,Lens,3-0,Boulogne
Ligue 1,2009-2010,10.04.2010,Toulouse,4-0,Grenoble
Ligue 1,2009-2010,10.04.2010,Le Mans,2-2,Montpellier
Ligue 1,2009-2010,10.04.2010,Lorient,1-1,Rennes
Ligue 1,2009-2010,10.04.2010,Sochaux,0-2,St Etienne
Ligue 1,2009-2010,10.04.2010,Monaco,2-1,Valenciennes
Ligue 1,2009-2010,10.04.2010,PSG,3-1,Bordeaux
Ligue 1,2009-2010,11.04.2010,Nancy,0-1,AJ Auxerre
Ligue 1,2009-2010,11.04.2010,Lyon,1-1,Lille
Ligue 1,2009-2010,11.04.2010,Marsilya,4-1,Nice
Ligue 1,2009-2010,14.04.2010,Le Mans,2-1,Bordeaux
Ligue 1,2009-2010,14.04.2010,Sochaux,0-1,Marsilya
Ligue 1,2009-2010,17.04.2010,Valenciennes,0-1,Le Mans
Ligue 1,2009-2010,17.04.2010,Nice,0-0,Lens
Ligue 1,2009-2010,17.04.2010,AJ Auxerre,4-1,Lorient
Ligue 1,2009-2010,17.04.2010,Boulogne,1-2,Marsilya
Ligue 1,2009-2010,17.04.2010,Rennes,0-0,Nancy
Ligue 1,2009-2010,17.04.2010,Grenoble,2-2,Sochaux
Ligue 1,2009-2010,17.04.2010,Bordeaux,2-2,Lyon
Ligue 1,2009-2010,18.04.2010,Lille,4-0,Monaco
Ligue 1,2009-2010,18.04.2010,Montpellier,1-1,Toulouse
Ligue 1,2009-2010,18.04.2010,St Etienne,0-0,PSG
Ligue 1,2009-2010,24.04.2010,Lorient,1-0,Bordeaux
Ligue 1,2009-2010,24.04.2010,Sochaux,0-3,Boulogne
Ligue 1,2009-2010,24.04.2010,Nice,2-1,Grenoble
Ligue 1,2009-2010,24.04.2010,Le Mans,1-2,Lille
Ligue 1,2009-2010,24.04.2010,Nancy,0-0,Montpellier
Ligue 1,2009-2010,24.04.2010,PSG,1-1,Rennes
Ligue 1,2009-2010,25.04.2010,Toulouse,0-3,AJ Auxerre
Ligue 1,2009-2010,25.04.2010,Lens,1-1,Valenciennes
Ligue 1,2009-2010,25.04.2010,Marsilya,1-0,St Etienne
Ligue 1,2009-2010,27.04.2010,Monaco,1-1,Le Mans
Ligue 1,2009-2010,27.04.2010,Grenoble,4-0,PSG
Ligue 1,2009-2010,28.04.2010,Valenciennes,2-0,Bordeaux
Ligue 1,2009-2010,30.04.2010,AJ Auxerre,0-0,Marsilya
Ligue 1,2009-2010,02.05.2010,St Etienne,1-4,Lens
Ligue 1,2009-2010,02.05.2010,Valenciennes,0-0,Lorient
Ligue 1,2009-2010,02.05.2010,Lille,3-1,Nancy
Ligue 1,2009-2010,02.05.2010,Boulogne,3-3,Nice
Ligue 1,2009-2010,02.05.2010,Rennes,1-2,Sochaux
Ligue 1,2009-2010,02.05.2010,Bordeaux,1-0,Toulouse
Ligue 1,2009-2010,02.05.2010,Montpellier,0-1,Lyon
Ligue 1,2009-2010,05.05.2010,Lyon,2-1,AJ Auxerre
Ligue 1,2009-2010,05.05.2010,Nice,1-1,Bordeaux
Ligue 1,2009-2010,05.05.2010,Lens,1-1,Grenoble
Ligue 1,2009-2010,05.05.2010,Nancy,3-2,Le Mans
Ligue 1,2009-2010,05.05.2010,Toulouse,0-2,Lille
Ligue 1,2009-2010,05.05.2010,Lorient,2-2,Monaco
Ligue 1,2009-2010,05.05.2010,Sochaux,0-1,Montpellier
Ligue 1,2009-2010,05.05.2010,Boulogne,0-1,St Etienne
Ligue 1,2009-2010,05.05.2010,PSG,2-2,Valenciennes
Ligue 1,2009-2010,05.05.2010,Marsilya,3-1,Rennes
Ligue 1,2009-2010,08.05.2010,Grenoble,2-0,Boulogne
Ligue 1,2009-2010,08.05.2010,AJ Auxerre,0-0,Lens
Ligue 1,2009-2010,08.05.2010,Montpellier,2-1,Lorient
Ligue 1,2009-2010,08.05.2010,Valenciennes,2-2,Lyon
Ligue 1,2009-2010,08.05.2010,Lille,3-2,Marsilya
Ligue 1,2009-2010,08.05.2010,Monaco,2-1,Nancy
Ligue 1,2009-2010,08.05.2010,Rennes,2-2,Nice
Ligue 1,2009-2010,08.05.2010,Le Mans,1-0,PSG
Ligue 1,2009-2010,08.05.2010,Bordeaux,2-0,Sochaux
Ligue 1,2009-2010,08.05.2010,St Etienne,0-1,Toulouse
Ligue 1,2009-2010,12.05.2010,Lyon,3-0,Monaco
Ligue 1,2009-2010,15.05.2010,Sochaux,1-2,AJ Auxerre
Ligue 1,2009-2010,15.05.2010,Lens,4-3,Bordeaux
Ligue 1,2009-2010,15.05.2010,Marsilya,2-0,Grenoble
Ligue 1,2009-2010,15.05.2010,Lyon,2-0,Le Mans
Ligue 1,2009-2010,15.05.2010,Toulouse,0-0,Monaco
Ligue 1,2009-2010,15.05.2010,PSG,1-3,Montpellier
Ligue 1,2009-2010,15.05.2010,Boulogne,1-0,Rennes
Ligue 1,2009-2010,15.05.2010,Nice,1-1,St Etienne
Ligue 1,2009-2010,15.05.2010,Nancy,1-1,Valenciennes
Ligue 1,2009-2010,15.05.2010,Lorient,2-1,Lille
Ligue 1,2010-2011,07.08.2010,AJ Auxerre,2-2,Lorient
Ligue 1,2010-2011,07.08.2010,Lens,1-2,Nancy
Ligue 1,2010-2011,07.08.2010,Lyon,0-0,Monaco
Ligue 1,2010-2011,07.08.2010,Marsilya,1-2,Caen
Ligue 1,2010-2011,07.08.2010,Nice,0-0,Valenciennes
Ligue 1,2010-2011,07.08.2010,PSG,3-1,St Etienne
Ligue 1,2010-2011,07.08.2010,Rennes,1-1,Lille
Ligue 1,2010-2011,07.08.2010,Sochaux,2-1,Arles
Ligue 1,2010-2011,07.08.2010,Toulouse,2-0,Brest
Ligue 1,2010-2011,08.08.2010,Montpellier,1-0,Bordeaux
Ligue 1,2010-2011,14.08.2010,Brest,1-1,AJ Auxerre
Ligue 1,2010-2011,14.08.2010,Lorient,1-2,Nice
Ligue 1,2010-2011,14.08.2010,Nancy,0-3,Rennes
Ligue 1,2010-2011,14.08.2010,St Etienne,3-2,Sochaux
Ligue 1,2010-2011,14.08.2010,Valenciennes,3-2,Marsilya
Ligue 1,2010-2011,14.08.2010,Arles,0-1,Lens
Ligue 1,2010-2011,15.08.2010,Bordeaux,1-2,Toulouse
Ligue 1,2010-2011,15.08.2010,Caen,3-2,Lyon
Ligue 1,2010-2011,15.08.2010,Lille,0-0,PSG
Ligue 1,2010-2011,17.08.2010,Monaco,0-0,Montpellier
Ligue 1,2010-2011,21.08.2010,Lens,2-2,Monaco
Ligue 1,2010-2011,21.08.2010,Lyon,1-0,Brest
Ligue 1,2010-2011,21.08.2010,Marsilya,2-0,Lorient
Ligue 1,2010-2011,21.08.2010,Nice,1-1,Nancy
Ligue 1,2010-2011,21.08.2010,Rennes,0-0,St Etienne
Ligue 1,2010-2011,21.08.2010,Toulouse,2-1,Arles
Ligue 1,2010-2011,21.08.2010,AJ Auxerre,1-1,Valenciennes
Ligue 1,2010-2011,22.08.2010,Montpellier,0-0,Caen
Ligue 1,2010-2011,22.08.2010,Sochaux,0-0,Lille
Ligue 1,2010-2011,22.08.2010,PSG,1-2,Bordeaux
Ligue 1,2010-2011,28.08.2010,Arles,0-1,Rennes
Ligue 1,2010-2011,28.08.2010,Lorient,2-0,Lyon
Ligue 1,2010-2011,28.08.2010,Nancy,0-2,Toulouse
