Serie A
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2019-2020,01.08.2020,Brescia       1,-,1     Sampdoria
2019-2020,02.08.2020,SPAL       1,-,3     Fiorentina
2020-2021,19.09.2020,Fiorentina       1,-,0     Torino
2020-2021,20.09.2020,Parma       0,-,2     Napoli
2020-2021,21.09.2020,Milan       2,-,0     Bologna
2020-2021,26.09.2020,Torino       2,-,4     Atalanta
2020-2021,27.09.2020,Spezia       1,-,4     Sassuolo
2020-2021,28.09.2020,Bologna       4,-,1     Parma
2020-2021,30.09.2020,Benevento       2,-,5     Inter
2020-2021,02.10.2020,Fiorentina       1,-,2     Sampdoria
2020-2021,03.10.2020,Sassuolo       4,-,1     Crotone
2020-2021,04.10.2020,Atalanta       5,-,2     Cagliari
2020-2021,17.10.2020,Napoli       4,-,1     Atalanta
2020-2021,18.10.2020,Bologna       3,-,4     Sassuolo
2020-2021,19.10.2020,Hellas Verona       0,-,0     Genoa
2020-2021,23.10.2020,Sassuolo       3,-,3     Torino
2020-2021,24.10.2020,Atalanta       1,-,3     Sampdoria
2020-2021,25.10.2020,Cagliari       4,-,2     Crotone
2020-2021,26.10.2020,Milan       3,-,3     Roma
2020-2021,31.10.2020,Crotone       1,-,2     Atalanta
2020-2021,01.11.2020,Udinese       1,-,2     Milan
2020-2021,02.11.2020,Hellas Verona       3,-,1     Benevento
2020-2021,04.11.2020,Genoa       1,-,2     Torino
2020-2021,06.11.2020,Sassuolo       0,-,0     Udinese
2020-2021,07.11.2020,Cagliari       2,-,0     Sampdoria
2020-2021,08.11.2020,Lazio       1,-,1     Juventus
2020-2021,21.11.2020,Crotone       0,-,2     Lazio
2020-2021,22.11.2020,Fiorentina       0,-,1     Benevento
2020-2021,28.11.2020,Sassuolo       0,-,3     Inter
2020-2021,29.11.2020,Lazio       1,-,3     Udinese
2020-2021,30.11.2020,Torino       2,-,2     Sampdoria
2020-2021,05.12.2020,Spezia       1,-,2     Lazio
2020-2021,06.12.2020,Hellas Verona       1,-,1     Cagliari
2020-2021,07.12.2020,Fiorentina       1,-,1     Genoa
2020-2021,11.12.2020,Sassuolo       1,-,0     Benevento
2020-2021,12.12.2020,Crotone       4,-,1     Spezia
2020-2021,13.12.2020,Cagliari       1,-,3     Inter
2020-2021,15.12.2020,Udinese       0,-,0     Crotone
2020-2021,16.12.2020,Juventus       1,-,1     Atalanta
2020-2021,17.12.2020,Roma       3,-,1     Torino
2020-2021,19.12.2020,Fiorentina       1,-,1     Hellas Verona
2020-2021,20.12.2020,Torino       1,-,1     Bologna
2020-2021,22.12.2020,Crotone       2,-,1     Parma
2020-2021,23.12.2020,Hellas Verona       1,-,2     Inter
2020-2021,03.01.2021,Inter       6,-,2     Crotone
2020-2021,06.01.2021,Cagliari       1,-,2     Benevento
2020-2021,09.01.2021,Benevento       1,-,4     Atalanta
2020-2021,10.01.2021,Roma       2,-,2     Inter
2020-2021,11.01.2021,Spezia       2,-,1     Sampdoria
2020-2021,15.01.2021,Lazio       3,-,0     Roma
2020-2021,16.01.2021,Bologna       1,-,0     Hellas Verona
2020-2021,17.01.2021,Napoli       6,-,0     Fiorentina
2020-2021,18.01.2021,Cagliari       0,-,2     Milan
2020-2021,20.01.2021,Udinese       1,-,1     Atalanta
2020-2021,22.01.2021,Benevento       2,-,2     Torino
2020-2021,23.01.2021,Roma       4,-,3     Spezia
2020-2021,24.01.2021,Juventus       2,-,0     Bologna
2020-2021,29.01.2021,Torino       1,-,1     Fiorentina
2020-2021,30.01.2021,Bologna       1,-,2     Milan
2020-2021,31.01.2021,Spezia       0,-,1     Udinese
2020-2021,05.02.2021,Fiorentina       0,-,2     Inter
2020-2021,06.02.2021,Sassuolo       1,-,2     Spezia
2020-2021,07.02.2021,Benevento       1,-,1     Sampdoria
2020-2021,12.02.2021,Bologna       1,-,1     Benevento
2020-2021,13.02.2021,Torino       0,-,0     Genoa
2020-2021,14.02.2021,Roma       3,-,0     Udinese
2020-2021,15.02.2021,Hellas Verona       2,-,1     Parma
2020-2021,19.02.2021,Fiorentina       3,-,0     Spezia
2020-2021,20.02.2021,Lazio       1,-,0     Sampdoria
2020-2021,21.02.2021,Parma       2,-,2     Udinese
2020-2021,22.02.2021,Juventus       3,-,0     Crotone
2020-2021,27.02.2021,Spezia       2,-,2     Parma
2020-2021,28.02.2021,Sampdoria       0,-,2     Atalanta
2020-2021,02.03.2021,Juventus       3,-,0     Spezia
2020-2021,03.03.2021,Sassuolo       3,-,3     Napoli
2020-2021,04.03.2021,Parma       1,-,2     Inter
2020-2021,06.03.2021,Spezia       1,-,1     Benevento
2020-2021,07.03.2021,Roma       1,-,0     Genoa
2020-2021,08.03.2021,Inter       1,-,0     Atalanta
2020-2021,12.03.2021,Lazio       3,-,2     Crotone
2020-2021,13.03.2021,Sassuolo       3,-,2     Hellas Verona
2020-2021,14.03.2021,Bologna       3,-,1     Sampdoria
2020-2021,17.03.2021,Torino       3,-,2     Sassuolo
2020-2021,19.03.2021,Parma       1,-,2     Genoa
2020-2021,20.03.2021,Crotone       2,-,3     Bologna
2020-2021,21.03.2021,Hellas Verona       0,-,2     Atalanta
2020-2021,03.04.2021,Milan       1,-,1     Sampdoria
2020-2021,07.04.2021,Juventus       2,-,1     Napoli
2020-2021,10.04.2021,Spezia       3,-,2     Crotone
2020-2021,11.04.2021,Inter       1,-,0     Cagliari
2020-2021,12.04.2021,Benevento       0,-,1     Sassuolo
2020-2021,17.04.2021,Crotone       1,-,2     Udinese
2020-2021,18.04.2021,Milan       2,-,1     Genoa
2020-2021,20.04.2021,Hellas Verona       1,-,2     Fiorentina
2020-2021,21.04.2021,Milan       1,-,2     Sassuolo
2020-2021,22.04.2021,Roma       1,-,1     Atalanta
2020-2021,24.04.2021,Genoa       2,-,0     Spezia
2020-2021,25.04.2021,Benevento       2,-,4     Udinese
2020-2021,26.04.2021,Torino       0,-,2     Napoli
2020-2021,01.05.2021,Hellas Verona       1,-,1     Spezia
2020-2021,02.05.2021,Lazio       4,-,3     Genoa
2020-2021,03.05.2021,Torino       1,-,0     Parma
2020-2021,08.05.2021,Udinese       1,-,1     Bologna
2020-2021,09.05.2021,Genoa       1,-,2     Sassuolo
2020-2021,11.05.2021,Napoli       5,-,1     Udinese
2020-2021,12.05.2021,Cagliari       0,-,0     Fiorentina
2020-2021,13.05.2021,Crotone       2,-,1     Hellas Verona
2020-2021,15.05.2021,Genoa       3,-,4     Atalanta
2020-2021,16.05.2021,Fiorentina       0,-,2     Napoli
2020-2021,17.05.2021,Hellas Verona       2,-,2     Bologna
2020-2021,18.05.2021,Lazio       0,-,0     Torino
2020-2021,22.05.2021,Crotone       0,-,0     Fiorentina
2020-2021,23.05.2021,Inter       5,-,1     Udinese
2021-2022,21.08.2021,Hellas Verona       2,-,3     Sassuolo
2021-2022,22.08.2021,Bologna       3,-,2     Salernitana
2021-2022,23.08.2021,Cagliari       2,-,2     Spezia
2021-2022,27.08.2021,Udinese       3,-,0     Venezia
2021-2022,28.08.2021,Atalanta       0,-,0     Bologna
2021-2022,29.08.2021,Genoa       1,-,2     Napoli
2021-2022,11.09.2021,Empoli       1,-,2     Venezia
2021-2022,12.09.2021,Sampdoria       2,-,2     Inter
2021-2022,13.09.2021,Bologna       1,-,0     Hellas Verona
2021-2022,17.09.2021,Sassuolo       0,-,1     Torino
2021-2022,18.09.2021,Genoa       1,-,2     Fiorentina
2021-2022,19.09.2021,Empoli       0,-,3     Sampdoria
2021-2022,20.09.2021,Udinese       0,-,4     Napoli
2021-2022,21.09.2021,Bologna       2,-,2     Genoa
2021-2022,22.09.2021,Salernitana       2,-,2     Hellas Verona
2021-2022,23.09.2021,Sampdoria       0,-,4     Napoli
2021-2022,25.09.2021,Spezia       1,-,2     Milan
2021-2022,26.09.2021,Juventus       3,-,2     Sampdoria
2021-2022,27.09.2021,Venezia       1,-,1     Torino
2021-2022,01.10.2021,Cagliari       1,-,1     Venezia
2021-2022,02.10.2021,Salernitana       1,-,0     Genoa
2021-2022,03.10.2021,Bologna       3,-,0     Lazio
2021-2022,16.10.2021,Spezia       2,-,1     Salernitana
2021-2022,17.10.2021,Cagliari       3,-,1     Sampdoria
2021-2022,18.10.2021,Venezia       1,-,0     Fiorentina
2021-2022,22.10.2021,Torino       3,-,2     Genoa
2021-2022,23.10.2021,Salernitana       2,-,4     Empoli
2021-2022,24.10.2021,Atalanta       1,-,1     Udinese
2021-2022,26.10.2021,Spezia       1,-,1     Genoa
2021-2022,27.10.2021,Juventus       1,-,2     Sassuolo
2021-2022,28.10.2021,Napoli       3,-,0     Bologna
2021-2022,30.10.2021,Atalanta       2,-,2     Lazio
2021-2022,31.10.2021,Inter       2,-,0     Udinese
2021-2022,01.11.2021,Bologna       2,-,0     Cagliari
2021-2022,05.11.2021,Empoli       2,-,2     Genoa
2021-2022,06.11.2021,Spezia       1,-,0     Torino
2021-2022,07.11.2021,Venezia       3,-,2     Roma
2021-2022,20.11.2021,Atalanta       5,-,2     Spezia
2021-2022,21.11.2021,Sassuolo       2,-,2     Cagliari
2021-2022,22.11.2021,Hellas Verona       2,-,1     Empoli
2021-2022,26.11.2021,Cagliari       1,-,1     Salernitana
2021-2022,27.11.2021,Empoli       2,-,1     Fiorentina
2021-2022,28.11.2021,Udinese       0,-,0     Genoa
2021-2022,30.11.2021,Atalanta       4,-,0     Venezia
2021-2022,01.12.2021,Bologna       1,-,0     Roma
2021-2022,02.12.2021,Torino       2,-,2     Empoli
2021-2022,04.12.2021,Milan       2,-,0     Salernitana
2021-2022,05.12.2021,Bologna       2,-,3     Fiorentina
2021-2022,06.12.2021,Empoli       3,-,1     Udinese
2021-2022,10.12.2021,Genoa       1,-,3     Sampdoria
2021-2022,11.12.2021,Fiorentina       4,-,0     Salernitana
2021-2022,12.12.2021,Torino       2,-,1     Bologna
2021-2022,13.12.2021,Roma       2,-,0     Spezia
2021-2022,17.12.2021,Lazio       3,-,1     Genoa
2021-2022,18.12.2021,Atalanta       1,-,4     Roma
2021-2022,19.12.2021,Fiorentina       2,-,2     Sassuolo
2021-2022,21.12.2021,Genoa       0,-,0     Atalanta
2021-2022,22.12.2021,Sassuolo       0,-,3     Bologna
2021-2022,06.01.2022,Sampdoria       1,-,2     Cagliari
2021-2022,09.01.2022,Venezia       0,-,3     Milan
2021-2022,10.01.2022,Torino       4,-,0     Fiorentina
2021-2022,11.01.2022,Cagliari       2,-,1     Bologna
2021-2022,15.01.2022,Sampdoria       1,-,2     Torino
2021-2022,16.01.2022,Sassuolo       2,-,4     Hellas Verona
2021-2022,17.01.2022,Bologna       0,-,2     Napoli
2021-2022,21.01.2022,Hellas Verona       2,-,1     Bologna
2021-2022,22.01.2022,Genoa       0,-,0     Udinese
2021-2022,23.01.2022,Cagliari       1,-,1     Fiorentina
2021-2022,05.02.2022,Roma       0,-,0     Genoa
2021-2022,06.02.2022,Atalanta       1,-,2     Cagliari
2021-2022,07.02.2022,Salernitana       2,-,2     Spezia
2021-2022,12.02.2022,Lazio       3,-,0     Bologna
2021-2022,13.02.2022,Milan       1,-,0     Sampdoria
2021-2022,14.02.2022,Spezia       1,-,2     Fiorentina
2021-2022,18.02.2022,Juventus       1,-,1     Torino
2021-2022,19.02.2022,Sampdoria       2,-,0     Empoli
2021-2022,20.02.2022,Fiorentina       1,-,0     Atalanta
2021-2022,21.02.2022,Cagliari       1,-,1     Napoli
2021-2022,25.02.2022,Milan       1,-,1     Udinese
2021-2022,26.02.2022,Salernitana       1,-,1     Bologna
2021-2022,27.02.2022,Torino       1,-,2     Cagliari
2021-2022,28.02.2022,Atalanta       4,-,0     Sampdoria
2021-2022,04.03.2022,Inter       5,-,0     Salernitana
2021-2022,05.03.2022,Udinese       2,-,1     Sampdoria
2021-2022,06.03.2022,Genoa       0,-,0     Empoli
2021-2022,12.03.2022,Salernitana       2,-,2     Sassuolo
2021-2022,13.03.2022,Fiorentina       1,-,0     Bologna
2021-2022,14.03.2022,Lazio       1,-,0     Venezia
2021-2022,18.03.2022,Sassuolo       4,-,1     Spezia
2021-2022,19.03.2022,Napoli       2,-,1     Udinese
2021-2022,20.03.2022,Venezia       0,-,2     Sampdoria
2021-2022,02.04.2022,Spezia       1,-,0     Venezia
2021-2022,03.04.2022,Fiorentina       1,-,0     Empoli
2021-2022,04.04.2022,Hellas Verona       1,-,0     Genoa
2021-2022,09.04.2022,Empoli       0,-,0     Spezia
2021-2022,10.04.2022,Genoa       1,-,4     Lazio
2021-2022,11.04.2022,Bologna       2,-,0     Sampdoria
2021-2022,15.04.2022,Spezia       1,-,3     Inter
2021-2022,16.04.2022,Cagliari       1,-,0     Sassuolo
2021-2022,18.04.2022,Napoli       1,-,1     Roma
2021-2022,20.04.2022,Udinese       0,-,1     Salernitana
2021-2022,23.04.2022,Torino       2,-,1     Spezia
2021-2022,24.04.2022,Salernitana       2,-,1     Fiorentina
2021-2022,25.04.2022,Sassuolo       1,-,2     Juventus
2021-2022,27.04.2022,Fiorentina       0,-,4     Udinese
2021-2022,30.04.2022,Cagliari       1,-,2     Hellas Verona
2021-2022,01.05.2022,Juventus       2,-,1     Venezia
2021-2022,02.05.2022,Atalanta       1,-,1     Salernitana
2021-2022,05.05.2022,Salernitana       2,-,1     Venezia
2021-2022,06.05.2022,Inter       4,-,2     Empoli
2021-2022,07.05.2022,Torino       0,-,1     Napoli
2021-2022,08.05.2022,Spezia       1,-,3     Atalanta
2021-2022,09.05.2022,Fiorentina       2,-,0     Roma
2021-2022,14.05.2022,Empoli       1,-,1     Salernitana
2021-2022,15.05.2022,Bologna       1,-,3     Sassuolo
2021-2022,16.05.2022,Sampdoria       4,-,1     Fiorentina
2021-2022,20.05.2022,Torino       0,-,3     Roma
2021-2022,21.05.2022,Genoa       0,-,1     Bologna
2021-2022,22.05.2022,Spezia       0,-,3     Napoli
2022-2023,13.08.2022,Milan       4,-,2     Udinese
2022-2023,14.08.2022,Fiorentina       3,-,2     Cremonese
2022-2023,15.08.2022,Hellas Verona       2,-,5     Napoli
2022-2023,20.08.2022,Torino       0,-,0     Lazio
2022-2023,21.08.2022,Empoli       0,-,0     Fiorentina
2022-2023,22.08.2022,Roma       1,-,0     Cremonese
2022-2023,26.08.2022,Monza       1,-,2     Udinese
2022-2023,27.08.2022,Cremonese       1,-,2     Torino
2022-2023,28.08.2022,Hellas Verona       0,-,1     Atalanta
2022-2023,30.08.2022,Sassuolo       0,-,0     Milan
2022-2023,31.08.2022,Empoli       1,-,1     Hellas Verona
2022-2023,01.09.2022,Atalanta       3,-,1     Torino
2022-2023,03.09.2022,Fiorentina       1,-,1     Juventus
2022-2023,04.09.2022,Cremonese       0,-,0     Sassuolo
2022-2023,05.09.2022,Monza       0,-,2     Atalanta
2022-2023,10.09.2022,Napoli       1,-,0     Spezia
2022-2023,11.09.2022,Atalanta       1,-,1     Cremonese
2022-2023,12.09.2022,Empoli       1,-,2     Roma
2022-2023,16.09.2022,Salernitana       1,-,2     Lecce
2022-2023,17.09.2022,Bologna       0,-,1     Empoli
2022-2023,18.09.2022,Udinese       3,-,1     Inter
2022-2023,01.10.2022,Napoli       3,-,1     Torino
2022-2023,02.10.2022,Lazio       4,-,0     Spezia
2022-2023,03.10.2022,Hellas Verona       1,-,2     Udinese
2022-2023,08.10.2022,Sassuolo       1,-,2     Inter
2022-2023,09.10.2022,Torino       1,-,1     Empoli
2022-2023,10.10.2022,Fiorentina       0,-,4     Lazio
2022-2023,15.10.2022,Empoli       1,-,0     Monza
2022-2023,16.10.2022,Inter       2,-,0     Salernitana
2022-2023,17.10.2022,Sampdoria       0,-,1     Roma
2022-2023,21.10.2022,Juventus       4,-,0     Empoli
2022-2023,22.10.2022,Salernitana       1,-,0     Spezia
2022-2023,23.10.2022,Udinese       1,-,2     Torino
2022-2023,24.10.2022,Cremonese       0,-,1     Sampdoria
2022-2023,29.10.2022,Napoli       4,-,0     Sassuolo
2022-2023,30.10.2022,Empoli       0,-,2     Atalanta
2022-2023,31.10.2022,Hellas Verona       1,-,3     Roma
2022-2023,04.11.2022,Udinese       1,-,1     Lecce
2022-2023,05.11.2022,Empoli       1,-,0     Sassuolo
2022-2023,06.11.2022,Bologna       2,-,1     Torino
2022-2023,08.11.2022,Napoli       2,-,0     Empoli
2022-2023,09.11.2022,Lecce       2,-,1     Atalanta
2022-2023,10.11.2022,Hellas Verona       0,-,1     Juventus
2022-2023,11.11.2022,Empoli       2,-,0     Cremonese
2022-2023,12.11.2022,Napoli       3,-,2     Udinese
2022-2023,13.11.2022,Atalanta       2,-,3     Inter
2022-2023,04.01.2023,Salernitana       1,-,2     Milan
2022-2023,07.01.2023,Fiorentina       2,-,1     Sassuolo
2022-2023,08.01.2023,Salernitana       1,-,1     Torino
2022-2023,09.01.2023,Hellas Verona       2,-,0     Cremonese
2022-2023,13.01.2023,Napoli       5,-,1     Juventus
2022-2023,14.01.2023,Cremonese       2,-,3     Monza
2022-2023,15.01.2023,Sassuolo       0,-,2     Lazio
2022-2023,16.01.2023,Empoli       1,-,0     Sampdoria
2022-2023,21.01.2023,Hellas Verona       2,-,0     Lecce
2022-2023,22.01.2023,Sampdoria       0,-,1     Udinese
2022-2023,23.01.2023,Bologna       1,-,1     Cremonese
2022-2023,24.01.2023,Lazio       4,-,0     Milan
2022-2023,27.01.2023,Bologna       2,-,0     Spezia
2022-2023,28.01.2023,Empoli       2,-,2     Torino
2022-2023,29.01.2023,Milan       2,-,5     Sassuolo
2022-2023,30.01.2023,Udinese       1,-,1     Hellas Verona
2022-2023,04.02.2023,Cremonese       0,-,2     Lecce
2022-2023,05.02.2023,Spezia       0,-,3     Napoli
2022-2023,06.02.2023,Hellas Verona       1,-,1     Lazio
2022-2023,07.02.2023,Salernitana       0,-,3     Juventus
2022-2023,10.02.2023,Milan       1,-,0     Torino
2022-2023,11.02.2023,Empoli       2,-,2     Spezia
2022-2023,12.02.2023,Udinese       2,-,2     Sassuolo
2022-2023,13.02.2023,Hellas Verona       1,-,0     Salernitana
2022-2023,17.02.2023,Sassuolo       0,-,2     Napoli
2022-2023,18.02.2023,Sampdoria       1,-,2     Bologna
2022-2023,19.02.2023,Atalanta       1,-,2     Lecce
2022-2023,20.02.2023,Torino       2,-,2     Cremonese
2022-2023,25.02.2023,Empoli       0,-,2     Napoli
2022-2023,26.02.2023,Bologna       1,-,0     Inter
2022-2023,27.02.2023,Hellas Verona       0,-,3     Fiorentina
2022-2023,28.02.2023,Cremonese       2,-,1     Roma
2022-2023,03.03.2023,Napoli       0,-,1     Lazio
2022-2023,04.03.2023,Monza       2,-,1     Empoli
2022-2023,05.03.2023,Spezia       0,-,0     Hellas Verona
2022-2023,06.03.2023,Sassuolo       3,-,2     Cremonese
2022-2023,10.03.2023,Spezia       2,-,1     Inter
2022-2023,11.03.2023,Empoli       0,-,1     Udinese
2022-2023,12.03.2023,Lecce       0,-,2     Torino
2022-2023,13.03.2023,Milan       1,-,1     Salernitana
2022-2023,17.03.2023,Sassuolo       1,-,0     Spezia
2022-2023,18.03.2023,Monza       1,-,1     Cremonese
2022-2023,19.03.2023,Sampdoria       3,-,1     Hellas Verona
2022-2023,01.04.2023,Cremonese       1,-,3     Atalanta
2022-2023,02.04.2023,Bologna       3,-,0     Udinese
2022-2023,03.04.2023,Empoli       1,-,0     Lecce
2022-2023,07.04.2023,Salernitana       1,-,1     Inter
2022-2023,08.04.2023,Udinese       2,-,2     Monza
2022-2023,14.04.2023,Cremonese       1,-,0     Empoli
2022-2023,15.04.2023,Bologna       1,-,1     Milan
2022-2023,16.04.2023,Lecce       1,-,1     Sampdoria
2022-2023,17.04.2023,Fiorentina       1,-,1     Atalanta
2022-2023,21.04.2023,Hellas Verona       2,-,1     Bologna
2022-2023,22.04.2023,Salernitana       3,-,0     Sassuolo
2022-2023,23.04.2023,Empoli       0,-,3     Inter
2022-2023,24.04.2023,Atalanta       3,-,1     Roma
2022-2023,28.04.2023,Lecce       1,-,0     Udinese
2022-2023,29.04.2023,Roma       1,-,1     Milan
2022-2023,30.04.2023,Inter       3,-,1     Lazio
2022-2023,03.05.2023,Atalanta       3,-,2     Spezia
2022-2023,04.05.2023,Empoli       3,-,1     Bologna
2022-2023,06.05.2023,Milan       2,-,0     Lazio
2022-2023,07.05.2023,Atalanta       0,-,2     Juventus
2022-2023,08.05.2023,Empoli       2,-,1     Salernitana
2022-2023,12.05.2023,Lazio       2,-,2     Lecce
2022-2023,13.05.2023,Salernitana       1,-,0     Atalanta
2022-2023,14.05.2023,Hellas Verona       0,-,1     Torino
2022-2023,15.05.2023,Sampdoria       1,-,1     Empoli
2022-2023,19.05.2023,Sassuolo       1,-,2     Monza
2022-2023,20.05.2023,Cremonese       1,-,5     Bologna
2022-2023,21.05.2023,Lecce       0,-,0     Spezia
2022-2023,22.05.2023,Roma       2,-,2     Salernitana
2022-2023,26.05.2023,Sampdoria       2,-,2     Sassuolo
2022-2023,27.05.2023,Salernitana       3,-,2     Udinese
2022-2023,28.05.2023,Hellas Verona       1,-,1     Empoli
2022-2023,02.06.2023,Sassuolo       1,-,3     Fiorentina
2022-2023,03.06.2023,Torino       0,-,1     Inter
2022-2023,04.06.2023,Napoli       2,-,0     Sampdoria
2022-2023,11.06.2023,Spezia       1,-,3     Hellas Verona
2023-2024,19.08.2023,Empoli       0,-,1     Hellas Verona
2023-2024,20.08.2023,Roma       2,-,2     Salernitana
2023-2024,21.08.2023,Torino       0,-,0     Cagliari
2023-2024,26.08.2023,Frosinone       2,-,1     Atalanta
2023-2024,27.08.2023,Fiorentina       2,-,2     Lecce
2023-2024,28.08.2023,Salernitana       1,-,1     Udinese
2023-2024,01.09.2023,Sassuolo       3,-,1     Hellas Verona
2023-2024,02.09.2023,Bologna       2,-,1     Cagliari
2023-2024,03.09.2023,Inter       4,-,0     Fiorentina
2023-2024,16.09.2023,Juventus       3,-,1     Lazio
2023-2024,17.09.2023,Cagliari       0,-,0     Udinese
2023-2024,18.09.2023,Salernitana       0,-,3     Torino
2023-2024,22.09.2023,Salernitana       1,-,1     Frosinone
2023-2024,23.09.2023,Milan       1,-,0     Hellas Verona
2023-2024,24.09.2023,Empoli       0,-,1     Inter
2023-2024,26.09.2023,Juventus       1,-,0     Lecce
2023-2024,27.09.2023,Cagliari       1,-,3     Milan
2023-2024,28.09.2023,Frosinone       1,-,1     Fiorentina
2023-2024,30.09.2023,Lecce       0,-,4     Napoli
2023-2024,01.10.2023,Bologna       3,-,0     Empoli
2023-2024,02.10.2023,Sassuolo       0,-,1     Monza
2023-2024,06.10.2023,Empoli       0,-,0     Udinese
2023-2024,07.10.2023,Inter       2,-,2     Bologna
2023-2024,08.10.2023,Monza       3,-,0     Salernitana
2023-2024,21.10.2023,Hellas Verona       1,-,3     Napoli
2023-2024,22.10.2023,Roma       1,-,0     Monza
2023-2024,23.10.2023,Udinese       1,-,1     Lecce
2023-2024,27.10.2023,Genoa       1,-,0     Salernitana
2023-2024,28.10.2023,Sassuolo       1,-,1     Bologna
2023-2024,29.10.2023,Cagliari       4,-,3     Frosinone
2023-2024,30.10.2023,Empoli       0,-,3     Atalanta
2023-2024,03.11.2023,Bologna       1,-,0     Lazio
2023-2024,04.11.2023,Salernitana       0,-,2     Napoli
2023-2024,05.11.2023,Hellas Verona       1,-,3     Monza
2023-2024,06.11.2023,Frosinone       2,-,1     Empoli
2023-2024,10.11.2023,Sassuolo       2,-,2     Salernitana
2023-2024,11.11.2023,Lecce       2,-,2     Milan
2023-2024,12.11.2023,Napoli       0,-,1     Empoli
2023-2024,25.11.2023,Salernitana       2,-,1     Lazio
2023-2024,26.11.2023,Cagliari       1,-,1     Monza
2023-2024,27.11.2023,Hellas Verona       2,-,2     Lecce
2023-2024,01.12.2023,Monza       1,-,2     Juventus
2023-2024,02.12.2023,Genoa       1,-,1     Empoli
2023-2024,03.12.2023,Lecce       1,-,1     Bologna
2023-2024,04.12.2023,Torino       3,-,0     Atalanta
2023-2024,08.12.2023,Juventus       1,-,0     Napoli
2023-2024,09.12.2023,Hellas Verona       1,-,1     Lazio
2023-2024,10.12.2023,Frosinone       0,-,0     Torino
2023-2024,11.12.2023,Empoli       1,-,1     Lecce
2023-2024,15.12.2023,Genoa       1,-,1     Juventus
2023-2024,16.12.2023,Lecce       2,-,1     Frosinone
2023-2024,17.12.2023,Milan       3,-,0     Monza
2023-2024,18.12.2023,Atalanta       4,-,1     Salernitana
2023-2024,22.12.2023,Empoli       0,-,2     Lazio
2023-2024,23.12.2023,Frosinone       1,-,2     Juventus
2023-2024,29.12.2023,Fiorentina       1,-,0     Torino
2023-2024,30.12.2023,Atalanta       1,-,0     Lecce
2023-2024,05.01.2024,Bologna       1,-,1     Genoa
2023-2024,06.01.2024,Inter       2,-,1     Hellas Verona
2023-2024,07.01.2024,Empoli       0,-,3     Milan
2023-2024,13.01.2024,Genoa       0,-,0     Torino
2023-2024,14.01.2024,Lazio       1,-,0     Lecce
2023-2024,15.01.2024,Atalanta       5,-,0     Frosinone
2023-2024,16.01.2024,Juventus       3,-,0     Sassuolo
2023-2024,20.01.2024,Roma       2,-,1     Hellas Verona
2023-2024,21.01.2024,Frosinone       3,-,1     Cagliari
2023-2024,26.01.2024,Cagliari       1,-,2     Torino
2023-2024,27.01.2024,Atalanta       2,-,0     Udinese
2023-2024,28.01.2024,Genoa       2,-,1     Lecce
2023-2024,29.01.2024,Salernitana       1,-,2     Roma
2023-2024,02.02.2024,Lecce       3,-,2     Fiorentina
2023-2024,03.02.2024,Empoli       0,-,0     Genoa
2023-2024,04.02.2024,Torino       0,-,0     Salernitana
2023-2024,05.02.2024,Roma       4,-,0     Cagliari
2023-2024,09.02.2024,Salernitana       1,-,3     Empoli
2023-2024,10.02.2024,Cagliari       1,-,3     Lazio
2023-2024,11.02.2024,Fiorentina       5,-,1     Frosinone
2023-2024,12.02.2024,Juventus       0,-,1     Udinese
2023-2024,14.02.2024,Bologna       2,-,0     Fiorentina
2023-2024,16.02.2024,Torino       2,-,0     Lecce
2023-2024,17.02.2024,Napoli       1,-,1     Genoa
2023-2024,18.02.2024,Lazio       1,-,2     Bologna
2023-2024,22.02.2024,Torino       0,-,2     Lazio
2023-2024,23.02.2024,Bologna       2,-,0     Hellas Verona
2023-2024,24.02.2024,Sassuolo       2,-,3     Empoli
2023-2024,25.02.2024,Juventus       3,-,2     Frosinone
2023-2024,26.02.2024,Roma       3,-,2     Torino
2023-2024,28.02.2024,Sassuolo       1,-,6     Napoli
2023-2024,01.03.2024,Lazio       0,-,1     Milan
2023-2024,02.03.2024,Udinese       1,-,1     Salernitana
2023-2024,03.03.2024,Hellas Verona       1,-,0     Sassuolo
2023-2024,04.03.2024,Inter       2,-,1     Genoa
2023-2024,08.03.2024,Napoli       1,-,1     Torino
2023-2024,09.03.2024,Cagliari       4,-,2     Salernitana
2023-2024,10.03.2024,Lecce       0,-,1     Hellas Verona
2023-2024,11.03.2024,Lazio       1,-,2     Udinese
2023-2024,15.03.2024,Empoli       0,-,1     Bologna
2023-2024,16.03.2024,Monza       1,-,0     Cagliari
2023-2024,17.03.2024,Juventus       0,-,0     Genoa
2023-2024,30.03.2024,Napoli       0,-,3     Atalanta
2023-2024,01.04.2024,Bologna       3,-,0     Salernitana
2023-2024,05.04.2024,Salernitana       2,-,2     Sassuolo
2023-2024,06.04.2024,Milan       3,-,0     Lecce
2023-2024,07.04.2024,Frosinone       0,-,0     Bologna
2023-2024,08.04.2024,Udinese       1,-,2     Inter
2023-2024,12.04.2024,Lazio       4,-,1     Salernitana
2023-2024,13.04.2024,Lecce       1,-,0     Empoli
2023-2024,14.04.2024,Napoli       2,-,2     Frosinone
2023-2024,15.04.2024,Fiorentina       1,-,1     Genoa
2023-2024,19.04.2024,Genoa       0,-,1     Lazio
